"","Feature1","Feature2","Correlation"
"19170","TCGA-32-1978-01A-01D-1228-05","TCGA-32-2638-01A-01D-0915-05",0.917133553785858
"4206","TCGA-32-1978-01A-01D-1228-05","TCGA-41-2572-01A-01D-1228-05",0.916800595027699
"10471","TCGA-06-0133-01A-02D-0218-05","TCGA-06-0133-01A-02D-0218-05",1
"91207","TCGA-06-0133-01A-02D-0218-05","TCGA-12-1096-01A-01D-0521-05",0.954888795087244
"67195","TCGA-06-0133-01A-02D-0218-05","TCGA-27-1831-01A-01D-0788-05",0.954038323451382
"10820","TCGA-14-1829-01A-01D-0595-05","TCGA-14-1829-01A-01D-0595-05",1
"60584","TCGA-14-1829-01A-01D-0595-05","TCGA-28-1753-01A-01D-0788-05",0.952692690671157
"55712","TCGA-14-1829-01A-01D-0595-05","TCGA-28-2502-01B-01D-0788-05",0.951544804514162
"11169","TCGA-15-1447-01A-01D-0521-05","TCGA-15-1447-01A-01D-0521-05",1
"72765","TCGA-15-1447-01A-01D-0521-05","TCGA-19-1388-01A-01D-0595-05",0.827234874216654
"93297","TCGA-15-1447-01A-01D-0521-05","TCGA-32-1973-01A-01D-1228-05",0.819077302365346
"11518","TCGA-12-1091-01A-01D-0521-05","TCGA-12-1091-01A-01D-0521-05",1
"72070","TCGA-12-1091-01A-01D-0521-05","TCGA-19-0963-01B-01D-0521-05",0.910891298882917
"57106","TCGA-12-1091-01A-01D-0521-05","TCGA-26-1440-01A-01D-0521-05",0.909734613237721
"11867","TCGA-06-0147-01A-01D-0218-05","TCGA-06-0147-01A-01D-0218-05",1
"42839","TCGA-06-0147-01A-01D-0218-05","TCGA-02-0057-01A-01D-0186-05",0.960195821512434
"21611","TCGA-06-0147-01A-01D-0218-05","TCGA-28-2513-01A-01D-0788-05",0.958051877321321
"12216","TCGA-02-0114-01A-01D-0199-05","TCGA-02-0114-01A-01D-0199-05",1
"30660","TCGA-02-0114-01A-01D-0199-05","TCGA-06-2570-01A-01D-0788-05",0.889119471282748
"57456","TCGA-02-0114-01A-01D-0199-05","TCGA-06-1805-01A-01D-0595-05",0.888803329089726
"12565","TCGA-06-0125-01A-01D-0218-05","TCGA-06-0125-01A-01D-0218-05",1
"33445","TCGA-06-0125-01A-01D-0218-05","TCGA-32-1982-01A-01D-0788-05",0.924578266871814
"4561","TCGA-06-0125-01A-01D-0218-05","TCGA-06-0137-01A-03D-0218-05",0.923219903646626
"12914","TCGA-02-0058-01A-01D-0186-05","TCGA-02-0058-01A-01D-0186-05",1
"31010","TCGA-02-0058-01A-01D-0186-05","TCGA-12-0827-01A-01D-0392-05",0.941881899902847
"15002","TCGA-02-0058-01A-01D-0186-05","TCGA-16-1460-01A-01D-0595-05",0.939949363636758
"13263","TCGA-02-0021-01A-01D-0186-05","TCGA-02-0021-01A-01D-0186-05",1
"15699","TCGA-02-0021-01A-01D-0186-05","TCGA-14-2555-01B-01D-0915-05",0.929374654740959
"33447","TCGA-02-0021-01A-01D-0186-05","TCGA-32-1982-01A-01D-0788-05",0.927910576809491
"13612","TCGA-27-2523-01A-01D-0788-05","TCGA-27-2523-01A-01D-0788-05",1
"19180","TCGA-27-2523-01A-01D-0788-05","TCGA-32-2638-01A-01D-0915-05",0.930290829391766
"32752","TCGA-27-2523-01A-01D-0788-05","TCGA-27-2528-01A-01D-0788-05",0.929317151656696
"13961","TCGA-02-0080-01A-01D-0199-05","TCGA-02-0080-01A-01D-0199-05",1
"56765","TCGA-02-0080-01A-01D-0199-05","TCGA-19-1788-01A-01D-0595-05",0.936403357749158
"50501","TCGA-02-0080-01A-01D-0199-05","TCGA-14-1458-01A-01D-0595-05",0.936139883137746
"14310","TCGA-02-0007-01A-01D-0186-05","TCGA-02-0007-01A-01D-0186-05",1
"61290","TCGA-02-0007-01A-01D-0186-05","TCGA-14-1402-01A-01D-0521-05",0.899956363495885
"75558","TCGA-02-0007-01A-01D-0186-05","TCGA-12-1597-01B-01D-0915-05",0.898412226307227
"14659","TCGA-32-2616-01A-01D-0915-05","TCGA-32-2616-01A-01D-0915-05",1
"42847","TCGA-32-2616-01A-01D-0915-05","TCGA-02-0057-01A-01D-0186-05",0.935349074460885
"19879","TCGA-32-2616-01A-01D-0915-05","TCGA-02-0085-01A-01D-0199-05",0.932611518243956
"15008","TCGA-16-1460-01A-01D-0595-05","TCGA-16-1460-01A-01D-0595-05",1
"50504","TCGA-16-1460-01A-01D-0595-05","TCGA-14-1458-01A-01D-0595-05",0.954322067609415
"56768","TCGA-16-1460-01A-01D-0595-05","TCGA-19-1788-01A-01D-0595-05",0.953532586263524
"15357","TCGA-27-1838-01A-01D-0788-05","TCGA-27-1838-01A-01D-0788-05",1
"47721","TCGA-27-1838-01A-01D-0788-05","TCGA-27-1836-01A-01D-0788-05",0.931145107743288
"1785","TCGA-27-1838-01A-01D-0788-05","TCGA-16-1045-01B-01D-0521-05",0.929996890630054
"15706","TCGA-14-2555-01B-01D-0915-05","TCGA-14-2555-01B-01D-0915-05",1
"42850","TCGA-14-2555-01B-01D-0915-05","TCGA-02-0057-01A-01D-0186-05",0.940456291507132
"1786","TCGA-14-2555-01B-01D-0915-05","TCGA-16-1045-01B-01D-0521-05",0.939823263932958
"16055","TCGA-19-0960-01A-02D-0521-05","TCGA-19-0960-01A-02D-0521-05",1
"110711","TCGA-19-0960-01A-02D-0521-05","TCGA-28-5215-01A-01D-1481-05",0.873801452171953
"35195","TCGA-19-0960-01A-02D-0521-05","TCGA-06-2558-01A-01D-0788-05",0.867772132195573
"16404","TCGA-14-1459-01A-01D-0521-05","TCGA-14-1459-01A-01D-0521-05",1
"47724","TCGA-14-1459-01A-01D-0521-05","TCGA-27-1836-01A-01D-0788-05",0.934574587045212
"1788","TCGA-14-1459-01A-01D-0521-05","TCGA-16-1045-01B-01D-0521-05",0.934220226818668
"16753","TCGA-02-0071-01A-01D-0199-05","TCGA-02-0071-01A-01D-0199-05",1
"55729","TCGA-02-0071-01A-01D-0199-05","TCGA-28-2502-01B-01D-0788-05",0.94640125411088
"60601","TCGA-02-0071-01A-01D-0199-05","TCGA-28-1753-01A-01D-0788-05",0.942900899022573
"17102","TCGA-12-1099-01A-01D-0521-05","TCGA-12-1099-01A-01D-0521-05",1
"35198","TCGA-12-1099-01A-01D-0521-05","TCGA-06-2558-01A-01D-0788-05",0.926336567008922
"32414","TCGA-12-1099-01A-01D-0521-05","TCGA-06-1801-01A-02D-0595-05",0.92359545517951
"17451","TCGA-14-1456-01B-01D-0788-05","TCGA-14-1456-01B-01D-0788-05",1
"50511","TCGA-14-1456-01B-01D-0788-05","TCGA-14-1458-01A-01D-0595-05",0.955192970539853
"56775","TCGA-14-1456-01B-01D-0788-05","TCGA-19-1788-01A-01D-0595-05",0.951255195533757
"17800","TCGA-41-2573-01A-01D-0915-05","TCGA-41-2573-01A-01D-0915-05",1
"91228","TCGA-41-2573-01A-01D-0915-05","TCGA-12-1096-01A-01D-0521-05",0.943144164871784
"51904","TCGA-41-2573-01A-01D-0915-05","TCGA-14-1401-01A-01D-0521-05",0.942419404749103
"18149","TCGA-14-0786-01B-01D-0521-05","TCGA-14-0786-01B-01D-0521-05",1
"72437","TCGA-14-0786-01B-01D-0521-05","TCGA-12-1599-01A-01D-0595-05",0.925849988479125
"61301","TCGA-14-0786-01B-01D-0521-05","TCGA-14-1402-01A-01D-0521-05",0.92439805235589
"18498","TCGA-12-1600-01A-01D-0595-05","TCGA-12-1600-01A-01D-0595-05",1
"64782","TCGA-12-1600-01A-01D-0595-05","TCGA-27-2518-01A-01D-0788-05",0.921738313491491
"22674","TCGA-12-1600-01A-01D-0595-05","TCGA-19-2620-01A-01D-0915-05",0.917628975908784
"18847","TCGA-06-1802-01A-01D-0595-05","TCGA-06-1802-01A-01D-0595-05",1
"60607","TCGA-06-1802-01A-01D-0595-05","TCGA-28-1753-01A-01D-0788-05",0.936009103570245
"61999","TCGA-06-1802-01A-01D-0595-05","TCGA-14-0866-01B-01D-0595-05",0.930176907086806
"19196","TCGA-32-2638-01A-01D-0915-05","TCGA-32-2638-01A-01D-0915-05",1
"86360","TCGA-32-2638-01A-01D-0915-05","TCGA-12-3649-01A-01D-0915-05",0.947220804177779
"32768","TCGA-32-2638-01A-01D-0915-05","TCGA-27-2528-01A-01D-0788-05",0.947022569208736
"19545","TCGA-02-0074-01A-01D-0199-05","TCGA-02-0074-01A-01D-0199-05",1
"42861","TCGA-02-0074-01A-01D-0199-05","TCGA-02-0057-01A-01D-0186-05",0.913190635886449
"19893","TCGA-02-0074-01A-01D-0199-05","TCGA-02-0085-01A-01D-0199-05",0.912821411835454
"19894","TCGA-02-0085-01A-01D-0199-05","TCGA-02-0085-01A-01D-0199-05",1
"42862","TCGA-02-0085-01A-01D-0199-05","TCGA-02-0057-01A-01D-0186-05",0.969387497631849
"85318","TCGA-02-0085-01A-01D-0199-05","TCGA-12-1095-01A-01D-0521-05",0.960186765567616
"20243","TCGA-19-2624-01A-01D-0915-05","TCGA-19-2624-01A-01D-0915-05",1
"51911","TCGA-19-2624-01A-01D-0915-05","TCGA-14-1401-01A-01D-0521-05",0.937755636918526
"37643","TCGA-19-2624-01A-01D-0915-05","TCGA-12-0828-01A-01D-0392-05",0.935219438303634
"20592","TCGA-12-3653-01A-01D-0915-05","TCGA-12-3653-01A-01D-0915-05",1
"4932","TCGA-12-3653-01A-01D-0915-05","TCGA-12-0819-01A-01D-0392-05",0.928689146207176
"10500","TCGA-12-3653-01A-01D-0915-05","TCGA-06-0133-01A-02D-0218-05",0.916434590540052
"20941","TCGA-12-1598-01A-01D-0595-05","TCGA-12-1598-01A-01D-0595-05",1
"81841","TCGA-12-1598-01A-01D-0595-05","TCGA-14-0817-01A-01D-0392-05",0.913002259740832
"43213","TCGA-12-1598-01A-01D-0595-05","TCGA-06-2557-01A-01D-0788-05",0.907488020227959
"21290","TCGA-19-1387-01A-01D-0595-05","TCGA-19-1387-01A-01D-0595-05",1
"65834","TCGA-19-1387-01A-01D-0595-05","TCGA-14-1794-01A-01D-0595-05",0.93049753166246
"80102","TCGA-19-1387-01A-01D-0595-05","TCGA-16-0848-01A-01D-0392-05",0.929725342943861
"21639","TCGA-28-2513-01A-01D-0788-05","TCGA-28-2513-01A-01D-0788-05",1
"75231","TCGA-28-2513-01A-01D-0788-05","TCGA-28-1751-01A-02D-0595-05",0.971494527039273
"106203","TCGA-28-2513-01A-01D-0788-05","TCGA-06-5412-01A-01D-1697-05",0.964256000646354
"21988","TCGA-06-0877-01A-01D-0392-05","TCGA-06-0877-01A-01D-0392-05",1
"19204","TCGA-06-0877-01A-01D-0392-05","TCGA-32-2638-01A-01D-0915-05",0.938648093391652
"22684","TCGA-06-0877-01A-01D-0392-05","TCGA-19-2620-01A-01D-0915-05",0.937329778311484
"22337","TCGA-28-2514-01A-02D-0788-05","TCGA-28-2514-01A-02D-0788-05",1
"10853","TCGA-28-2514-01A-02D-0788-05","TCGA-14-1829-01A-01D-0595-05",0.945782751787612
"60617","TCGA-28-2514-01A-02D-0788-05","TCGA-28-1753-01A-01D-0788-05",0.940931337327433
"22686","TCGA-19-2620-01A-01D-0915-05","TCGA-19-2620-01A-01D-0915-05",1
"86370","TCGA-19-2620-01A-01D-0915-05","TCGA-12-3649-01A-01D-0915-05",0.948728883268502
"19206","TCGA-19-2620-01A-01D-0915-05","TCGA-32-2638-01A-01D-0915-05",0.945314691658839
"23035","TCGA-14-1821-01A-01D-0595-05","TCGA-14-1821-01A-01D-0595-05",1
"58183","TCGA-14-1821-01A-01D-0595-05","TCGA-02-2483-01A-01D-0788-05",0.933207216101785
"41827","TCGA-14-1821-01A-01D-0595-05","TCGA-02-0010-01A-01D-0186-05",0.925823049246614
"23384","TCGA-32-1976-01A-01D-0788-05","TCGA-32-1976-01A-01D-0788-05",1
"72104","TCGA-32-1976-01A-01D-0788-05","TCGA-19-0963-01B-01D-0521-05",0.933926747868757
"24428","TCGA-32-1976-01A-01D-0788-05","TCGA-12-1092-01B-01D-0521-05",0.929860297117683
"23733","TCGA-32-1977-01A-01D-1228-05","TCGA-32-1977-01A-01D-1228-05",1
"21645","TCGA-32-1977-01A-01D-1228-05","TCGA-28-2513-01A-01D-0788-05",0.954295009176143
"28605","TCGA-32-1977-01A-01D-1228-05","TCGA-12-1093-01A-01D-0521-05",0.953998304610487
"24082","TCGA-19-1787-01B-01D-0915-05","TCGA-19-1787-01B-01D-0915-05",1
"64798","TCGA-19-1787-01B-01D-0915-05","TCGA-27-2518-01A-01D-0788-05",0.910863754837938
"22690","TCGA-19-1787-01B-01D-0915-05","TCGA-19-2620-01A-01D-0915-05",0.907582474846505
"24431","TCGA-12-1092-01B-01D-0521-05","TCGA-12-1092-01B-01D-0521-05",1
"91247","TCGA-12-1092-01B-01D-0521-05","TCGA-12-1096-01A-01D-0521-05",0.962602187955735
"77327","TCGA-12-1092-01B-01D-0521-05","TCGA-06-0143-01A-01D-0218-05",0.954173365246396
"24780","TCGA-27-2521-01A-01D-0788-05","TCGA-27-2521-01A-01D-0788-05",1
"38352","TCGA-27-2521-01A-01D-0788-05","TCGA-19-2629-01A-01D-0915-05",0.918782423526842
"58188","TCGA-27-2521-01A-01D-0788-05","TCGA-02-2483-01A-01D-0788-05",0.915537123912986
"25129","TCGA-02-0054-01A-01D-0186-05","TCGA-02-0054-01A-01D-0186-05",1
"42877","TCGA-02-0054-01A-01D-0186-05","TCGA-02-0057-01A-01D-0186-05",0.952225946027766
"91249","TCGA-02-0054-01A-01D-0186-05","TCGA-12-1096-01A-01D-0521-05",0.948532071085646
"25478","TCGA-19-1791-01A-01D-0595-05","TCGA-19-1791-01A-01D-0595-05",1
"52622","TCGA-19-1791-01A-01D-0595-05","TCGA-28-1752-01A-01D-0595-05",0.899900925037242
"36614","TCGA-19-1791-01A-01D-0595-05","TCGA-06-2561-01A-02D-0788-05",0.899226479127104
"25827","TCGA-27-1830-01A-01D-0595-05","TCGA-27-1830-01A-01D-0595-05",1
"91251","TCGA-27-1830-01A-01D-0595-05","TCGA-12-1096-01A-01D-0521-05",0.95648023942619
"79071","TCGA-27-1830-01A-01D-0595-05","TCGA-41-3915-01A-01D-1228-05",0.951177592136924
"26176","TCGA-41-3393-01A-01D-1228-05","TCGA-41-3393-01A-01D-1228-05",1
"52972","TCGA-41-3393-01A-01D-1228-05","TCGA-41-4097-01A-01D-1228-05",0.943541509996202
"23740","TCGA-41-3393-01A-01D-1228-05","TCGA-32-1977-01A-01D-1228-05",0.942884041702524
"26525","TCGA-19-1392-01A-01D-0521-05","TCGA-19-1392-01A-01D-0521-05",1
"21305","TCGA-19-1392-01A-01D-0521-05","TCGA-19-1387-01A-01D-0595-05",0.909343055999542
"23393","TCGA-19-1392-01A-01D-0521-05","TCGA-32-1976-01A-01D-0788-05",0.904554743803155
"26874","TCGA-16-1063-01B-01D-0521-05","TCGA-16-1063-01B-01D-0521-05",1
"42186","TCGA-16-1063-01B-01D-0521-05","TCGA-02-0089-01A-01D-0199-05",0.936875016218745
"48798","TCGA-16-1063-01B-01D-0521-05","TCGA-32-2632-01A-01D-0915-05",0.936411860131349
"27223","TCGA-19-0964-01A-01D-0521-05","TCGA-19-0964-01A-01D-0521-05",1
"22699","TCGA-19-0964-01A-01D-0521-05","TCGA-19-2620-01A-01D-0915-05",0.921405349526205
"62371","TCGA-19-0964-01A-01D-0521-05","TCGA-06-2565-01A-01D-0788-05",0.921064672060927
"27572","TCGA-27-1834-01A-01D-0595-05","TCGA-27-1834-01A-01D-0595-05",1
"91256","TCGA-27-1834-01A-01D-0595-05","TCGA-12-1096-01A-01D-0521-05",0.953011379327348
"25832","TCGA-27-1834-01A-01D-0595-05","TCGA-27-1830-01A-01D-0595-05",0.949956703225238
"27921","TCGA-02-2486-01A-01D-0788-05","TCGA-02-2486-01A-01D-0788-05",1
"55761","TCGA-02-2486-01A-01D-0788-05","TCGA-28-2502-01B-01D-0788-05",0.936557904832704
"22701","TCGA-02-2486-01A-01D-0788-05","TCGA-19-2620-01A-01D-0915-05",0.935194427219188
"28270","TCGA-32-1986-01A-01D-0788-05","TCGA-32-1986-01A-01D-0788-05",1
"88126","TCGA-32-1986-01A-01D-0788-05","TCGA-27-2527-01A-01D-0788-05",0.965867637611437
"88474","TCGA-32-1986-01A-01D-0788-05","TCGA-19-1385-01A-02D-0595-05",0.960129018227075
"28619","TCGA-12-1093-01A-01D-0521-05","TCGA-12-1093-01A-01D-0521-05",1
"21659","TCGA-12-1093-01A-01D-0521-05","TCGA-28-2513-01A-01D-0788-05",0.963940410299383
"42887","TCGA-12-1093-01A-01D-0521-05","TCGA-02-0057-01A-01D-0186-05",0.956316367305142
"28968","TCGA-06-0878-01A-01D-0392-05","TCGA-06-0878-01A-01D-0392-05",1
"91260","TCGA-06-0878-01A-01D-0392-05","TCGA-12-1096-01A-01D-0521-05",0.952783416468245
"3912","TCGA-06-0878-01A-01D-0392-05","TCGA-02-2470-01A-01D-0788-05",0.948689276838616
"29317","TCGA-19-0957-01C-01D-0595-05","TCGA-19-0957-01C-01D-0595-05",1
"17137","TCGA-19-0957-01C-01D-0595-05","TCGA-12-1099-01A-01D-0521-05",0.915734389224213
"93001","TCGA-19-0957-01C-01D-0595-05","TCGA-28-1750-01A-01D-0595-05",0.915515388325189
"29666","TCGA-14-0787-01A-01D-0392-05","TCGA-14-0787-01A-01D-0392-05",1
"22706","TCGA-14-0787-01A-01D-0392-05","TCGA-19-2620-01A-01D-0915-05",0.924948344979354
"86390","TCGA-14-0787-01A-01D-0392-05","TCGA-12-3649-01A-01D-0915-05",0.923123120991175
"30015","TCGA-27-2524-01A-01D-0788-05","TCGA-27-2524-01A-01D-0788-05",1
"64815","TCGA-27-2524-01A-01D-0788-05","TCGA-27-2518-01A-01D-0788-05",0.949554490097025
"55767","TCGA-27-2524-01A-01D-0788-05","TCGA-28-2502-01B-01D-0788-05",0.948265559897487
"30364","TCGA-19-1790-01B-01D-1228-05","TCGA-19-1790-01B-01D-1228-05",1
"55768","TCGA-19-1790-01B-01D-1228-05","TCGA-28-2502-01B-01D-0788-05",0.94479837882789
"60640","TCGA-19-1790-01B-01D-1228-05","TCGA-28-1753-01A-01D-0788-05",0.943990966127332
"30713","TCGA-06-2570-01A-01D-0788-05","TCGA-06-2570-01A-01D-0788-05",1
"57509","TCGA-06-2570-01A-01D-0788-05","TCGA-06-1805-01A-01D-0595-05",0.931337863867539
"31061","TCGA-06-2570-01A-01D-0788-05","TCGA-12-0827-01A-01D-0392-05",0.917321019274107
"31062","TCGA-12-0827-01A-01D-0392-05","TCGA-12-0827-01A-01D-0392-05",1
"12966","TCGA-12-0827-01A-01D-0392-05","TCGA-02-0058-01A-01D-0186-05",0.941881899902847
"57510","TCGA-12-0827-01A-01D-0392-05","TCGA-06-1805-01A-01D-0595-05",0.941100795812767
"31411","TCGA-02-0075-01A-01D-0199-05","TCGA-02-0075-01A-01D-0199-05",1
"55771","TCGA-02-0075-01A-01D-0199-05","TCGA-28-2502-01B-01D-0788-05",0.938279450158696
"91267","TCGA-02-0075-01A-01D-0199-05","TCGA-12-1096-01A-01D-0521-05",0.934846567876778
"31760","TCGA-14-2554-01A-01D-0788-05","TCGA-14-2554-01A-01D-0788-05",1
"42896","TCGA-14-2554-01A-01D-0788-05","TCGA-02-0057-01A-01D-0186-05",0.949927087094357
"52640","TCGA-14-2554-01A-01D-0788-05","TCGA-28-1752-01A-01D-0595-05",0.946362726727055
"32109","TCGA-06-2563-01A-01D-0788-05","TCGA-06-2563-01A-01D-0788-05",1
"61341","TCGA-06-2563-01A-01D-0788-05","TCGA-14-1402-01A-01D-0521-05",0.932167831958973
"70041","TCGA-06-2563-01A-01D-0788-05","TCGA-16-1062-01A-01D-0521-05",0.928035639907929
"32458","TCGA-06-1801-01A-02D-0595-05","TCGA-06-1801-01A-02D-0595-05",1
"47770","TCGA-06-1801-01A-02D-0595-05","TCGA-27-1836-01A-01D-0788-05",0.95042752657388
"90574","TCGA-06-1801-01A-02D-0595-05","TCGA-12-1088-01A-01D-0521-05",0.943237913025356
"32807","TCGA-27-2528-01A-01D-0788-05","TCGA-27-2528-01A-01D-0788-05",1
"60647","TCGA-27-2528-01A-01D-0788-05","TCGA-28-1753-01A-01D-0788-05",0.953186505131334
"42203","TCGA-27-2528-01A-01D-0788-05","TCGA-02-0089-01A-01D-0199-05",0.948286561341634
"33156","TCGA-02-0009-01A-01D-0186-05","TCGA-02-0009-01A-01D-0186-05",1
"61344","TCGA-02-0009-01A-01D-0186-05","TCGA-14-1402-01A-01D-0521-05",0.924229040146882
"70044","TCGA-02-0009-01A-01D-0186-05","TCGA-16-1062-01A-01D-0521-05",0.923343216777338
"33505","TCGA-32-1982-01A-01D-0788-05","TCGA-32-1982-01A-01D-0788-05",1
"23761","TCGA-32-1982-01A-01D-0788-05","TCGA-32-1977-01A-01D-1228-05",0.947850496292537
"52645","TCGA-32-1982-01A-01D-0788-05","TCGA-28-1752-01A-01D-0595-05",0.947004612672188
"33854","TCGA-02-2466-01A-01D-0788-05","TCGA-02-2466-01A-01D-0788-05",1
"72134","TCGA-02-2466-01A-01D-0788-05","TCGA-19-0963-01B-01D-0521-05",0.910671993706412
"23414","TCGA-02-2466-01A-01D-0788-05","TCGA-32-1976-01A-01D-0788-05",0.906364404279423
"34203","TCGA-32-2494-01A-01D-1228-05","TCGA-32-2494-01A-01D-1228-05",1
"74919","TCGA-32-2494-01A-01D-1228-05","TCGA-32-4213-01A-01D-1228-05",0.951992382999567
"1839","TCGA-32-2494-01A-01D-1228-05","TCGA-16-1045-01B-01D-0521-05",0.944473798329495
"34552","TCGA-06-0876-01A-01D-0392-05","TCGA-06-0876-01A-01D-0392-05",1
"19936","TCGA-06-0876-01A-01D-0392-05","TCGA-02-0085-01A-01D-0199-05",0.950396814041184
"42904","TCGA-06-0876-01A-01D-0392-05","TCGA-02-0057-01A-01D-0186-05",0.949227842553883
"34901","TCGA-12-0820-01A-01D-0392-05","TCGA-12-0820-01A-01D-0392-05",1
"55781","TCGA-12-0820-01A-01D-0392-05","TCGA-28-2502-01B-01D-0788-05",0.929573560594496
"94061","TCGA-12-0820-01A-01D-0392-05","TCGA-06-0879-01A-01D-0392-05",0.929404946329129
"35250","TCGA-06-2558-01A-01D-0788-05","TCGA-06-2558-01A-01D-0788-05",1
"47778","TCGA-06-2558-01A-01D-0788-05","TCGA-27-1836-01A-01D-0788-05",0.940427095691455
"32466","TCGA-06-2558-01A-01D-0788-05","TCGA-06-1801-01A-02D-0595-05",0.936876929799264
"35599","TCGA-14-0813-01A-01D-0392-05","TCGA-14-0813-01A-01D-0392-05",1
"24463","TCGA-14-0813-01A-01D-0392-05","TCGA-12-1092-01B-01D-0521-05",0.946931255769034
"91279","TCGA-14-0813-01A-01D-0392-05","TCGA-12-1096-01A-01D-0521-05",0.943569962914632
"35948","TCGA-19-1786-01A-01D-0595-05","TCGA-19-1786-01A-01D-0595-05",1
"55784","TCGA-19-1786-01A-01D-0595-05","TCGA-28-2502-01B-01D-0788-05",0.924940675696659
"10892","TCGA-19-1786-01A-01D-0595-05","TCGA-14-1829-01A-01D-0595-05",0.92382984708331
"36297","TCGA-12-3651-01A-01D-0915-05","TCGA-12-3651-01A-01D-0915-05",1
"91281","TCGA-12-3651-01A-01D-0915-05","TCGA-12-1096-01A-01D-0521-05",0.945970933044165
"24465","TCGA-12-3651-01A-01D-0915-05","TCGA-12-1092-01B-01D-0521-05",0.944912843716107
"36646","TCGA-06-2561-01A-02D-0788-05","TCGA-06-2561-01A-02D-0788-05",1
"42910","TCGA-06-2561-01A-02D-0788-05","TCGA-02-0057-01A-01D-0186-05",0.958245803773784
"66226","TCGA-06-2561-01A-02D-0788-05","TCGA-28-2506-01A-02D-0788-05",0.954408201075094
"36995","TCGA-12-1094-01A-01D-0521-05","TCGA-12-1094-01A-01D-0521-05",1
"60659","TCGA-12-1094-01A-01D-0521-05","TCGA-28-1753-01A-01D-0788-05",0.946446388478426
"67271","TCGA-12-1094-01A-01D-0521-05","TCGA-27-1831-01A-01D-0788-05",0.946397257819256
"37344","TCGA-41-3392-01A-01D-0915-05","TCGA-41-3392-01A-01D-0915-05",1
"60660","TCGA-41-3392-01A-01D-0915-05","TCGA-28-1753-01A-01D-0788-05",0.934593852738358
"53352","TCGA-41-3392-01A-01D-0915-05","TCGA-32-1970-01A-01D-0788-05",0.933346968310581
"37693","TCGA-12-0828-01A-01D-0392-05","TCGA-12-0828-01A-01D-0392-05",1
"10549","TCGA-12-0828-01A-01D-0392-05","TCGA-06-0133-01A-02D-0218-05",0.950094882563433
"67273","TCGA-12-0828-01A-01D-0392-05","TCGA-27-1831-01A-01D-0788-05",0.949874725768465
"38042","TCGA-02-0003-01A-01D-0186-05","TCGA-02-0003-01A-01D-0186-05",1
"20294","TCGA-02-0003-01A-01D-0186-05","TCGA-19-2624-01A-01D-0915-05",0.918759560018019
"37694","TCGA-02-0003-01A-01D-0186-05","TCGA-12-0828-01A-01D-0392-05",0.912271435766613
"38391","TCGA-19-2629-01A-01D-0915-05","TCGA-19-2629-01A-01D-0915-05",1
"58227","TCGA-19-2629-01A-01D-0915-05","TCGA-02-2483-01A-01D-0788-05",0.935496764073192
"56835","TCGA-19-2629-01A-01D-0915-05","TCGA-19-1788-01A-01D-0595-05",0.933494897673192
"38740","TCGA-14-1825-01A-01D-0595-05","TCGA-14-1825-01A-01D-0595-05",1
"72148","TCGA-14-1825-01A-01D-0595-05","TCGA-19-0963-01B-01D-0521-05",0.931268852131644
"24472","TCGA-14-1825-01A-01D-0595-05","TCGA-12-1092-01B-01D-0521-05",0.926952389438362
"39089","TCGA-06-2562-01A-01D-0788-05","TCGA-06-2562-01A-01D-0788-05",1
"64841","TCGA-06-2562-01A-01D-0788-05","TCGA-27-2518-01A-01D-0788-05",0.941600473676626
"22733","TCGA-06-2562-01A-01D-0788-05","TCGA-19-2620-01A-01D-0915-05",0.939341606148497
"39438","TCGA-26-1443-01A-01D-0521-05","TCGA-26-1443-01A-01D-0521-05",1
"42918","TCGA-26-1443-01A-01D-0521-05","TCGA-02-0057-01A-01D-0186-05",0.929875094043078
"34566","TCGA-26-1443-01A-01D-0521-05","TCGA-06-0876-01A-01D-0392-05",0.929586465140289
"39787","TCGA-32-4210-01A-01D-1228-05","TCGA-32-4210-01A-01D-1228-05",1
"23431","TCGA-32-4210-01A-01D-1228-05","TCGA-32-1976-01A-01D-0788-05",0.903567877656518
"72151","TCGA-32-4210-01A-01D-1228-05","TCGA-19-0963-01B-01D-0521-05",0.902150733068595
"40136","TCGA-12-3646-01A-01D-0915-05","TCGA-12-3646-01A-01D-0915-05",1
"81896","TCGA-12-3646-01A-01D-0915-05","TCGA-14-0817-01A-01D-0392-05",0.910647757054775
"17168","TCGA-12-3646-01A-01D-0915-05","TCGA-12-1099-01A-01D-0521-05",0.907144446785102
"40485","TCGA-12-3644-01A-01D-0915-05","TCGA-12-3644-01A-01D-0915-05",1
"47793","TCGA-12-3644-01A-01D-0915-05","TCGA-27-1836-01A-01D-0788-05",0.933409886858431
"81201","TCGA-12-3644-01A-01D-0915-05","TCGA-02-0052-01A-01D-0186-05",0.932667919259139
"40834","TCGA-14-3476-01B-01D-1228-05","TCGA-14-3476-01B-01D-1228-05",1
"79114","TCGA-14-3476-01B-01D-1228-05","TCGA-41-3915-01A-01D-1228-05",0.951573199576151
"91294","TCGA-14-3476-01B-01D-1228-05","TCGA-12-1096-01A-01D-0521-05",0.949379964332747
"41183","TCGA-02-0028-01A-01D-0186-05","TCGA-02-0028-01A-01D-0186-05",1
"58235","TCGA-02-0028-01A-01D-0186-05","TCGA-02-2483-01A-01D-0788-05",0.911820995906466
