"","Feature1","Feature2","Correlation"
"38399","TCGA-02-0028-01A-01D-0186-05","TCGA-19-2629-01A-01D-0915-05",0.899733484781214
"41532","TCGA-06-0139-01A-01D-0218-05","TCGA-06-0139-01A-01D-0218-05",1
"73200","TCGA-06-0139-01A-01D-0218-05","TCGA-06-0881-01A-02D-0392-05",0.983928627687402
"47448","TCGA-06-0139-01A-01D-0218-05","TCGA-06-0141-01A-01D-0218-05",0.982015732143325
"41881","TCGA-02-0010-01A-01D-0186-05","TCGA-02-0010-01A-01D-0186-05",1
"58237","TCGA-02-0010-01A-01D-0186-05","TCGA-02-2483-01A-01D-0788-05",0.936387471419097
"23089","TCGA-02-0010-01A-01D-0186-05","TCGA-14-1821-01A-01D-0595-05",0.925823049246614
"42230","TCGA-02-0089-01A-01D-0199-05","TCGA-02-0089-01A-01D-0199-05",1
"60674","TCGA-02-0089-01A-01D-0199-05","TCGA-28-1753-01A-01D-0788-05",0.951939065161744
"32834","TCGA-02-0089-01A-01D-0199-05","TCGA-27-2528-01A-01D-0788-05",0.948286561341634
"42579","TCGA-16-1047-01B-01D-0521-05","TCGA-16-1047-01B-01D-0521-05",1
"4995","TCGA-16-1047-01B-01D-0521-05","TCGA-12-0819-01A-01D-0392-05",0.928180539927076
"1863","TCGA-16-1047-01B-01D-0521-05","TCGA-16-1045-01B-01D-0521-05",0.925040700939604
"42928","TCGA-02-0057-01A-01D-0186-05","TCGA-02-0057-01A-01D-0186-05",1
"19960","TCGA-02-0057-01A-01D-0186-05","TCGA-02-0085-01A-01D-0199-05",0.969387497631849
"114616","TCGA-02-0057-01A-01D-0186-05","TCGA-06-0650-01A-02D-1697-05",0.961739972741904
"43277","TCGA-06-2557-01A-01D-0788-05","TCGA-06-2557-01A-01D-0788-05",1
"60677","TCGA-06-2557-01A-01D-0788-05","TCGA-28-1753-01A-01D-0788-05",0.938146478380593
"86429","TCGA-06-2557-01A-01D-0788-05","TCGA-12-3649-01A-01D-0915-05",0.93501024424302
"43626","TCGA-02-0043-01A-01D-0186-05","TCGA-02-0043-01A-01D-0186-05",1
"81558","TCGA-02-0043-01A-01D-0186-05","TCGA-12-3650-01A-01D-0915-05",0.916849462636532
"19266","TCGA-02-0043-01A-01D-0186-05","TCGA-32-2638-01A-01D-0915-05",0.909486058706084
"43975","TCGA-16-1060-01A-01D-0521-05","TCGA-16-1060-01A-01D-0521-05",1
"34579","TCGA-16-1060-01A-01D-0521-05","TCGA-06-0876-01A-01D-0392-05",0.943420358081278
"19963","TCGA-16-1060-01A-01D-0521-05","TCGA-02-0085-01A-01D-0199-05",0.942776552549271
"44324","TCGA-12-0818-01A-01D-0392-05","TCGA-12-0818-01A-01D-0392-05",1
"15092","TCGA-12-0818-01A-01D-0392-05","TCGA-16-1460-01A-01D-0595-05",0.90637026367386
"50588","TCGA-12-0818-01A-01D-0392-05","TCGA-14-1458-01A-01D-0595-05",0.905412973249403
"44673","TCGA-32-1991-01A-01D-1228-05","TCGA-32-1991-01A-01D-1228-05",1
"60681","TCGA-32-1991-01A-01D-1228-05","TCGA-28-1753-01A-01D-0788-05",0.9393266002367
"79125","TCGA-32-1991-01A-01D-1228-05","TCGA-41-3915-01A-01D-1228-05",0.938841382062521
"45022","TCGA-27-2519-01A-01D-0788-05","TCGA-27-2519-01A-01D-0788-05",1
"91306","TCGA-27-2519-01A-01D-0788-05","TCGA-12-1096-01A-01D-0521-05",0.956454602273572
"55810","TCGA-27-2519-01A-01D-0788-05","TCGA-28-2502-01B-01D-0788-05",0.949823853227126
"45371","TCGA-14-1034-01A-01D-0521-05","TCGA-14-1034-01A-01D-0521-05",1
"42935","TCGA-14-1034-01A-01D-0521-05","TCGA-02-0057-01A-01D-0186-05",0.943252446045031
"52679","TCGA-14-1034-01A-01D-0521-05","TCGA-28-1752-01A-01D-0595-05",0.939754417788842
"45720","TCGA-15-1446-01A-01D-0521-05","TCGA-15-1446-01A-01D-0521-05",1
"55812","TCGA-15-1446-01A-01D-0521-05","TCGA-28-2502-01B-01D-0788-05",0.950461561445272
"64860","TCGA-15-1446-01A-01D-0521-05","TCGA-27-2518-01A-01D-0788-05",0.947522415805994
"46069","TCGA-19-2621-01B-01D-0915-05","TCGA-19-2621-01B-01D-0915-05",1
"37717","TCGA-19-2621-01B-01D-0915-05","TCGA-12-0828-01A-01D-0392-05",0.927493123593635
"48853","TCGA-19-2621-01B-01D-0915-05","TCGA-32-2632-01A-01D-0915-05",0.925669723344
"46418","TCGA-06-0882-01A-01D-0392-05","TCGA-06-0882-01A-01D-0392-05",1
"71822","TCGA-06-0882-01A-01D-0392-05","TCGA-12-0822-01A-01D-0392-05",0.969931937672112
"88178","TCGA-06-0882-01A-01D-0392-05","TCGA-27-2527-01A-01D-0788-05",0.965192125297571
"46767","TCGA-16-0850-01A-01D-0392-05","TCGA-16-0850-01A-01D-0392-05",1
"58251","TCGA-16-0850-01A-01D-0392-05","TCGA-02-2483-01A-01D-0788-05",0.91389039210637
"57555","TCGA-16-0850-01A-01D-0392-05","TCGA-06-1805-01A-01D-0595-05",0.910269743135432
"47116","TCGA-12-3648-01A-01D-0915-05","TCGA-12-3648-01A-01D-0915-05",1
"5008","TCGA-12-3648-01A-01D-0915-05","TCGA-12-0819-01A-01D-0392-05",0.928639659051924
"61384","TCGA-12-3648-01A-01D-0915-05","TCGA-14-1402-01A-01D-0521-05",0.925515581665452
"47465","TCGA-06-0141-01A-01D-0218-05","TCGA-06-0141-01A-01D-0218-05",1
"41549","TCGA-06-0141-01A-01D-0218-05","TCGA-06-0139-01A-01D-0218-05",0.982015732143325
"73217","TCGA-06-0141-01A-01D-0218-05","TCGA-06-0881-01A-02D-0392-05",0.981657172512383
"47814","TCGA-27-1836-01A-01D-0788-05","TCGA-27-1836-01A-01D-0788-05",1
"1878","TCGA-27-1836-01A-01D-0788-05","TCGA-16-1045-01B-01D-0521-05",0.952122274775466
"85398","TCGA-27-1836-01A-01D-0788-05","TCGA-12-1095-01A-01D-0521-05",0.951546478312561
"48163","TCGA-32-4211-01A-01D-1228-05","TCGA-32-4211-01A-01D-1228-05",1
"30415","TCGA-32-4211-01A-01D-1228-05","TCGA-19-1790-01B-01D-1228-05",0.939863002961101
"60691","TCGA-32-4211-01A-01D-1228-05","TCGA-28-1753-01A-01D-0788-05",0.939197461507394
"48512","TCGA-12-1089-01A-01D-0521-05","TCGA-12-1089-01A-01D-0521-05",1
"91316","TCGA-12-1089-01A-01D-0521-05","TCGA-12-1096-01A-01D-0521-05",0.941461479031818
"55820","TCGA-12-1089-01A-01D-0521-05","TCGA-28-2502-01B-01D-0788-05",0.939916172768165
"48861","TCGA-32-2632-01A-01D-0915-05","TCGA-32-2632-01A-01D-0915-05",1
"55821","TCGA-32-2632-01A-01D-0915-05","TCGA-28-2502-01B-01D-0788-05",0.952135846664138
"91317","TCGA-32-2632-01A-01D-0915-05","TCGA-12-1096-01A-01D-0521-05",0.95094314874771
"49210","TCGA-02-2485-01A-01D-0788-05","TCGA-02-2485-01A-01D-0788-05",1
"64870","TCGA-02-2485-01A-01D-0788-05","TCGA-27-2518-01A-01D-0788-05",0.926991770570177
"22762","TCGA-02-2485-01A-01D-0788-05","TCGA-19-2620-01A-01D-0915-05",0.926484271580912
"49559","TCGA-19-1390-01A-01D-0915-05","TCGA-19-1390-01A-01D-0915-05",1
"81923","TCGA-19-1390-01A-01D-0915-05","TCGA-14-0817-01A-01D-0392-05",0.897357472822204
"21371","TCGA-19-1390-01A-01D-0915-05","TCGA-19-1387-01A-01D-0595-05",0.888955378397397
"49908","TCGA-16-0846-01A-01D-0392-05","TCGA-16-0846-01A-01D-0392-05",1
"80184","TCGA-16-0846-01A-01D-0392-05","TCGA-16-0848-01A-01D-0392-05",0.932862568471651
"91320","TCGA-16-0846-01A-01D-0392-05","TCGA-12-1096-01A-01D-0521-05",0.932809845599785
"50257","TCGA-32-4208-01A-01D-1228-05","TCGA-32-4208-01A-01D-1228-05",1
"56869","TCGA-32-4208-01A-01D-1228-05","TCGA-19-1788-01A-01D-0595-05",0.933204623973609
"50605","TCGA-32-4208-01A-01D-1228-05","TCGA-14-1458-01A-01D-0595-05",0.932654190000448
"50606","TCGA-14-1458-01A-01D-0595-05","TCGA-14-1458-01A-01D-0595-05",1
"56870","TCGA-14-1458-01A-01D-0595-05","TCGA-19-1788-01A-01D-0595-05",0.963936089934516
"17546","TCGA-14-1458-01A-01D-0595-05","TCGA-14-1456-01B-01D-0788-05",0.955192970539853
"50955","TCGA-02-0046-01A-01D-0186-05","TCGA-02-0046-01A-01D-0186-05",1
"20331","TCGA-02-0046-01A-01D-0186-05","TCGA-19-2624-01A-01D-0915-05",0.928163317518265
"60699","TCGA-02-0046-01A-01D-0186-05","TCGA-28-1753-01A-01D-0788-05",0.925780174537023
"51304","TCGA-14-0867-01A-01D-0392-05","TCGA-14-0867-01A-01D-0392-05",1
"81232","TCGA-14-0867-01A-01D-0392-05","TCGA-02-0052-01A-01D-0186-05",0.93905463829991
"55828","TCGA-14-0867-01A-01D-0392-05","TCGA-28-2502-01B-01D-0788-05",0.938846032080373
"51653","TCGA-14-3477-01A-01D-0915-05","TCGA-14-3477-01A-01D-0915-05",1
"77057","TCGA-14-3477-01A-01D-0915-05","TCGA-02-0011-01B-01D-0186-05",0.866842874894115
"78797","TCGA-14-3477-01A-01D-0915-05","TCGA-02-0047-01A-01D-0186-05",0.86671585506703
"52002","TCGA-14-1401-01A-01D-0521-05","TCGA-14-1401-01A-01D-0521-05",1
"91326","TCGA-14-1401-01A-01D-0521-05","TCGA-12-1096-01A-01D-0521-05",0.959727086980448
"60702","TCGA-14-1401-01A-01D-0521-05","TCGA-28-1753-01A-01D-0788-05",0.954931408354027
"52351","TCGA-06-2569-01A-01D-0788-05","TCGA-06-2569-01A-01D-0788-05",1
"84715","TCGA-06-2569-01A-01D-0788-05","TCGA-14-0871-01A-01D-0392-05",0.868660157710715
"58615","TCGA-06-2569-01A-01D-0788-05","TCGA-02-0027-01A-01D-0186-05",0.845402712139157
"52700","TCGA-28-1752-01A-01D-0595-05","TCGA-28-1752-01A-01D-0595-05",1
"42956","TCGA-28-1752-01A-01D-0595-05","TCGA-02-0057-01A-01D-0186-05",0.960850955691195
"19988","TCGA-28-1752-01A-01D-0595-05","TCGA-02-0085-01A-01D-0199-05",0.956090380211917
"53049","TCGA-41-4097-01A-01D-1228-05","TCGA-41-4097-01A-01D-1228-05",1
"23817","TCGA-41-4097-01A-01D-1228-05","TCGA-32-1977-01A-01D-1228-05",0.952778015824039
"42957","TCGA-41-4097-01A-01D-1228-05","TCGA-02-0057-01A-01D-0186-05",0.95204791275348
"53398","TCGA-32-1970-01A-01D-0788-05","TCGA-32-1970-01A-01D-0788-05",1
"67318","TCGA-32-1970-01A-01D-0788-05","TCGA-27-1831-01A-01D-0788-05",0.947004543849034
"60706","TCGA-32-1970-01A-01D-0788-05","TCGA-28-1753-01A-01D-0788-05",0.944917504790992
"53747","TCGA-14-0790-01B-01D-0788-05","TCGA-14-0790-01B-01D-0788-05",1
"70103","TCGA-14-0790-01B-01D-0788-05","TCGA-16-1062-01A-01D-0521-05",0.916962366906145
"61403","TCGA-14-0790-01B-01D-0788-05","TCGA-14-1402-01A-01D-0521-05",0.915357499705349
"54096","TCGA-14-0789-01A-01D-0392-05","TCGA-14-0789-01A-01D-0392-05",1
"86808","TCGA-14-0789-01A-01D-0392-05","TCGA-12-0829-01A-01D-0392-05",0.957948604989744
"60708","TCGA-14-0789-01A-01D-0392-05","TCGA-28-1753-01A-01D-0788-05",0.95571782560559
"54445","TCGA-14-1795-01A-01D-0595-05","TCGA-14-1795-01A-01D-0595-05",1
"60709","TCGA-14-1795-01A-01D-0595-05","TCGA-28-1753-01A-01D-0788-05",0.934107855844414
"54097","TCGA-14-1795-01A-01D-0595-05","TCGA-14-0789-01A-01D-0392-05",0.929021354879964
"54794","TCGA-16-0861-01A-01D-0392-05","TCGA-16-0861-01A-01D-0392-05",1
"77414","TCGA-16-0861-01A-01D-0392-05","TCGA-06-0143-01A-01D-0218-05",0.923368760889913
"72194","TCGA-16-0861-01A-01D-0392-05","TCGA-19-0963-01B-01D-0521-05",0.921397499722178
"55143","TCGA-12-1602-01A-01D-0595-05","TCGA-12-1602-01A-01D-0595-05",1
"24519","TCGA-12-1602-01A-01D-0595-05","TCGA-12-1092-01B-01D-0521-05",0.936295931555915
"65931","TCGA-12-1602-01A-01D-0595-05","TCGA-14-1794-01A-01D-0595-05",0.934980350904542
"55492","TCGA-06-2564-01A-01D-0788-05","TCGA-06-2564-01A-01D-0788-05",1
"67324","TCGA-06-2564-01A-01D-0788-05","TCGA-27-1831-01A-01D-0788-05",0.945511115151788
"60712","TCGA-06-2564-01A-01D-0788-05","TCGA-28-1753-01A-01D-0788-05",0.943965810911396
"55841","TCGA-28-2502-01B-01D-0788-05","TCGA-28-2502-01B-01D-0788-05",1
"88205","TCGA-28-2502-01B-01D-0788-05","TCGA-27-2527-01A-01D-0788-05",0.96525266646872
"91337","TCGA-28-2502-01B-01D-0788-05","TCGA-12-1096-01A-01D-0521-05",0.964096026246512
"56190","TCGA-02-0086-01A-01D-0199-05","TCGA-02-0086-01A-01D-0199-05",1
"42966","TCGA-02-0086-01A-01D-0199-05","TCGA-02-0057-01A-01D-0186-05",0.961518808581534
"19998","TCGA-02-0086-01A-01D-0199-05","TCGA-02-0085-01A-01D-0199-05",0.955643903679187
"56539","TCGA-06-0875-01A-01D-0392-05","TCGA-06-0875-01A-01D-0392-05",1
"32527","TCGA-06-0875-01A-01D-0392-05","TCGA-06-1801-01A-02D-0595-05",0.922008641672938
"90643","TCGA-06-0875-01A-01D-0392-05","TCGA-12-1088-01A-01D-0521-05",0.914945440076094
"56888","TCGA-19-1788-01A-01D-0595-05","TCGA-19-1788-01A-01D-0595-05",1
"50624","TCGA-19-1788-01A-01D-0595-05","TCGA-14-1458-01A-01D-0595-05",0.963936089934516
"15128","TCGA-19-1788-01A-01D-0595-05","TCGA-16-1460-01A-01D-0595-05",0.953532586263524
"57237","TCGA-26-1440-01A-01D-0521-05","TCGA-26-1440-01A-01D-0521-05",1
"91341","TCGA-26-1440-01A-01D-0521-05","TCGA-12-1096-01A-01D-0521-05",0.94395359402364
"52017","TCGA-26-1440-01A-01D-0521-05","TCGA-14-1401-01A-01D-0521-05",0.943809548431645
"57586","TCGA-06-1805-01A-01D-0595-05","TCGA-06-1805-01A-01D-0595-05",1
"31138","TCGA-06-1805-01A-01D-0595-05","TCGA-12-0827-01A-01D-0392-05",0.941100795812767
"13042","TCGA-06-1805-01A-01D-0595-05","TCGA-02-0058-01A-01D-0186-05",0.931732630526848
"57935","TCGA-12-1098-01C-01D-0521-05","TCGA-12-1098-01C-01D-0521-05",1
"61415","TCGA-12-1098-01C-01D-0521-05","TCGA-14-1402-01A-01D-0521-05",0.921980056373961
"56195","TCGA-12-1098-01C-01D-0521-05","TCGA-02-0086-01A-01D-0199-05",0.920703394560125
"58284","TCGA-02-2483-01A-01D-0788-05","TCGA-02-2483-01A-01D-0788-05",1
"41928","TCGA-02-2483-01A-01D-0788-05","TCGA-02-0010-01A-01D-0186-05",0.936387471419097
"38448","TCGA-02-2483-01A-01D-0788-05","TCGA-19-2629-01A-01D-0915-05",0.935496764073192
"58633","TCGA-02-0027-01A-01D-0186-05","TCGA-02-0027-01A-01D-0186-05",1
"90301","TCGA-02-0027-01A-01D-0186-05","TCGA-06-2566-01A-01D-0788-05",0.965107858829872
"42973","TCGA-02-0027-01A-01D-0186-05","TCGA-02-0057-01A-01D-0186-05",0.952498328489733
"58982","TCGA-16-0849-01A-01D-0392-05","TCGA-16-0849-01A-01D-0392-05",1
"56894","TCGA-16-0849-01A-01D-0392-05","TCGA-19-1788-01A-01D-0595-05",0.943146896804342
"50630","TCGA-16-0849-01A-01D-0392-05","TCGA-14-1458-01A-01D-0595-05",0.938001345813268
"59331","TCGA-26-1439-01A-01D-1228-05","TCGA-26-1439-01A-01D-1228-05",1
"67335","TCGA-26-1439-01A-01D-1228-05","TCGA-27-1831-01A-01D-0788-05",0.894050217176558
"91347","TCGA-26-1439-01A-01D-1228-05","TCGA-12-1096-01A-01D-0521-05",0.893412331555559
"59680","TCGA-28-2509-01A-01D-0788-05","TCGA-28-2509-01A-01D-0788-05",1
"36712","TCGA-28-2509-01A-01D-0788-05","TCGA-06-2561-01A-02D-0788-05",0.902917753705969
"66292","TCGA-28-2509-01A-01D-0788-05","TCGA-28-2506-01A-02D-0788-05",0.901309846694778
"60029","TCGA-12-1090-01A-01D-0521-05","TCGA-12-1090-01A-01D-0521-05",1
"24533","TCGA-12-1090-01A-01D-0521-05","TCGA-12-1092-01B-01D-0521-05",0.874949555981557
"35669","TCGA-12-1090-01A-01D-0521-05","TCGA-14-0813-01A-01D-0392-05",0.874081467154892
"60378","TCGA-28-1749-01A-01D-0595-05","TCGA-28-1749-01A-01D-0595-05",1
"32886","TCGA-28-1749-01A-01D-0595-05","TCGA-27-2528-01A-01D-0788-05",0.938040711877329
"60726","TCGA-28-1749-01A-01D-0595-05","TCGA-28-1753-01A-01D-0788-05",0.936371698626852
"60727","TCGA-28-1753-01A-01D-0788-05","TCGA-28-1753-01A-01D-0788-05",1
"55855","TCGA-28-1753-01A-01D-0788-05","TCGA-28-2502-01B-01D-0788-05",0.960305729188248
"91351","TCGA-28-1753-01A-01D-0788-05","TCGA-12-1096-01A-01D-0521-05",0.959193411472131
"61076","TCGA-06-0169-01A-01D-0218-05","TCGA-06-0169-01A-01D-0218-05",1
"86828","TCGA-06-0169-01A-01D-0218-05","TCGA-12-0829-01A-01D-0392-05",0.95738304092437
"88220","TCGA-06-0169-01A-01D-0218-05","TCGA-27-2527-01A-01D-0788-05",0.952929965633479
"61425","TCGA-14-1402-01A-01D-0521-05","TCGA-14-1402-01A-01D-0521-05",1
"33585","TCGA-14-1402-01A-01D-0521-05","TCGA-32-1982-01A-01D-0788-05",0.940477637445763
"5049","TCGA-14-1402-01A-01D-0521-05","TCGA-12-0819-01A-01D-0392-05",0.940351695299583
"61774","TCGA-19-2623-01A-01D-0915-05","TCGA-19-2623-01A-01D-0915-05",1
"55858","TCGA-19-2623-01A-01D-0915-05","TCGA-28-2502-01B-01D-0788-05",0.944027028727814
"64906","TCGA-19-2623-01A-01D-0915-05","TCGA-27-2518-01A-01D-0788-05",0.937058319609452
"62123","TCGA-14-0866-01B-01D-0595-05","TCGA-14-0866-01B-01D-0595-05",1
"60731","TCGA-14-0866-01B-01D-0595-05","TCGA-28-1753-01A-01D-0788-05",0.943167845913113
"32891","TCGA-14-0866-01B-01D-0595-05","TCGA-27-2528-01A-01D-0788-05",0.936401553767961
"62472","TCGA-06-2565-01A-01D-0788-05","TCGA-06-2565-01A-01D-0788-05",1
"19320","TCGA-06-2565-01A-01D-0788-05","TCGA-32-2638-01A-01D-0915-05",0.933763613405274
"32892","TCGA-06-2565-01A-01D-0788-05","TCGA-27-2528-01A-01D-0788-05",0.932758271669469
"62821","TCGA-28-1746-01A-01D-0595-05","TCGA-28-1746-01A-01D-0595-05",1
"35329","TCGA-28-1746-01A-01D-0595-05","TCGA-06-2558-01A-01D-0788-05",0.921669170791135
"34633","TCGA-28-1746-01A-01D-0595-05","TCGA-06-0876-01A-01D-0392-05",0.915575053651334
"63170","TCGA-02-0115-01A-01D-0199-05","TCGA-02-0115-01A-01D-0199-05",1
"71870","TCGA-02-0115-01A-01D-0199-05","TCGA-12-0822-01A-01D-0392-05",0.958569997902914
"46466","TCGA-02-0115-01A-01D-0199-05","TCGA-06-0882-01A-01D-0392-05",0.957894875892513
"63519","TCGA-14-0736-01A-01D-0521-05","TCGA-14-0736-01A-01D-0521-05",1
"73959","TCGA-14-0736-01A-01D-0521-05","TCGA-28-1745-01B-01D-0595-05",0.953947839111584
"91359","TCGA-14-0736-01A-01D-0521-05","TCGA-12-1096-01A-01D-0521-05",0.953106543155942
"63868","TCGA-06-2559-01A-01D-0788-05","TCGA-06-2559-01A-01D-0788-05",1
"52036","TCGA-06-2559-01A-01D-0788-05","TCGA-14-1401-01A-01D-0521-05",0.931741758154831
"20368","TCGA-06-2559-01A-01D-0788-05","TCGA-19-2624-01A-01D-0915-05",0.929874502563701
"64217","TCGA-02-0064-01A-01D-0199-05","TCGA-02-0064-01A-01D-0199-05",1
"60737","TCGA-02-0064-01A-01D-0199-05","TCGA-28-1753-01A-01D-0788-05",0.94728895555678
"55865","TCGA-02-0064-01A-01D-0199-05","TCGA-28-2502-01B-01D-0788-05",0.944542161355442
"64566","TCGA-06-0939-01A-01D-1228-05","TCGA-06-0939-01A-01D-1228-05",1
"53082","TCGA-06-0939-01A-01D-1228-05","TCGA-41-4097-01A-01D-1228-05",0.930932863406006
"23850","TCGA-06-0939-01A-01D-1228-05","TCGA-32-1977-01A-01D-1228-05",0.927256709258455
"64915","TCGA-27-2518-01A-01D-0788-05","TCGA-27-2518-01A-01D-0788-05",1
"55867","TCGA-27-2518-01A-01D-0788-05","TCGA-28-2502-01B-01D-0788-05",0.953915183924222
"30115","TCGA-27-2518-01A-01D-0788-05","TCGA-27-2524-01A-01D-0788-05",0.949554490097025
"65264","TCGA-27-1832-01A-01D-0595-05","TCGA-27-1832-01A-01D-0595-05",1
"21764","TCGA-27-1832-01A-01D-0595-05","TCGA-28-2513-01A-01D-0788-05",0.95675448887976
"75356","TCGA-27-1832-01A-01D-0595-05","TCGA-28-1751-01A-02D-0595-05",0.956624839900037
"65613","TCGA-12-0821-01A-01D-0392-05","TCGA-12-0821-01A-01D-0392-05",1
"57261","TCGA-12-0821-01A-01D-0392-05","TCGA-26-1440-01A-01D-0521-05",0.922154282378972
"7845","TCGA-12-0821-01A-01D-0392-05","TCGA-15-1449-01A-01D-0521-05",0.917686208466172
"65962","TCGA-14-1794-01A-01D-0595-05","TCGA-14-1794-01A-01D-0595-05",1
"91366","TCGA-14-1794-01A-01D-0595-05","TCGA-12-1096-01A-01D-0521-05",0.956702604193228
"60742","TCGA-14-1794-01A-01D-0595-05","TCGA-28-1753-01A-01D-0788-05",0.955941300164742
"66311","TCGA-28-2506-01A-02D-0788-05","TCGA-28-2506-01A-02D-0788-05",1
"42995","TCGA-28-2506-01A-02D-0788-05","TCGA-02-0057-01A-01D-0186-05",0.955620469329985
"36731","TCGA-28-2506-01A-02D-0788-05","TCGA-06-2561-01A-02D-0788-05",0.954408201075094
"66660","TCGA-19-4068-01A-01D-1228-05","TCGA-19-4068-01A-01D-1228-05",1
"20028","TCGA-19-4068-01A-01D-1228-05","TCGA-02-0085-01A-01D-0199-05",0.93659610597032
"42996","TCGA-19-4068-01A-01D-1228-05","TCGA-02-0057-01A-01D-0186-05",0.936432969802253
"67009","TCGA-27-1833-01A-01D-0595-05","TCGA-27-1833-01A-01D-0595-05",1
"61441","TCGA-27-1833-01A-01D-0595-05","TCGA-14-1402-01A-01D-0521-05",0.923908580918631
"70141","TCGA-27-1833-01A-01D-0595-05","TCGA-16-1062-01A-01D-0521-05",0.92182099979034
"67358","TCGA-27-1831-01A-01D-0788-05","TCGA-27-1831-01A-01D-0788-05",1
"91370","TCGA-27-1831-01A-01D-0788-05","TCGA-12-1096-01A-01D-0521-05",0.956108898639207
"71882","TCGA-27-1831-01A-01D-0788-05","TCGA-12-0822-01A-01D-0392-05",0.955817748090736
"67707","TCGA-19-0955-01A-02D-0521-05","TCGA-19-0955-01A-02D-0521-05",1
"88239","TCGA-19-0955-01A-02D-0521-05","TCGA-27-2527-01A-01D-0788-05",0.959867574693244
"28383","TCGA-19-0955-01A-02D-0521-05","TCGA-32-1986-01A-01D-0788-05",0.955482983509455
"68056","TCGA-12-1097-01B-01D-0521-05","TCGA-12-1097-01B-01D-0521-05",1
"25948","TCGA-12-1097-01B-01D-0521-05","TCGA-27-1830-01A-01D-0595-05",0.94035324277162
"65968","TCGA-12-1097-01B-01D-0521-05","TCGA-14-1794-01A-01D-0595-05",0.93664851707101
"68405","TCGA-12-0670-01B-01D-0392-05","TCGA-12-0670-01B-01D-0392-05",1
"19337","TCGA-12-0670-01B-01D-0392-05","TCGA-32-2638-01A-01D-0915-05",0.929807072168712
"60401","TCGA-12-0670-01B-01D-0392-05","TCGA-28-1749-01A-01D-0595-05",0.925183870481488
"68754","TCGA-26-1799-01A-02D-0595-05","TCGA-26-1799-01A-02D-0595-05",1
"6462","TCGA-26-1799-01A-02D-0595-05","TCGA-28-1747-01C-01D-0788-05",0.937273041719438
"55878","TCGA-26-1799-01A-02D-0595-05","TCGA-28-2502-01B-01D-0788-05",0.936045046163199
"69103","TCGA-06-0155-01B-01D-0521-05","TCGA-06-0155-01B-01D-0521-05",1
"60751","TCGA-06-0155-01B-01D-0521-05","TCGA-28-1753-01A-01D-0788-05",0.951560596109892
"55879","TCGA-06-0155-01B-01D-0521-05","TCGA-28-2502-01B-01D-0788-05",0.943035677691164
"69452","TCGA-19-1386-01A-01D-0595-05","TCGA-19-1386-01A-01D-0595-05",1
"32912","TCGA-19-1386-01A-01D-0595-05","TCGA-27-2528-01A-01D-0788-05",0.94089254787415
"30128","TCGA-19-1386-01A-01D-0595-05","TCGA-27-2524-01A-01D-0788-05",0.936947113717698
"69801","TCGA-06-0128-01A-01D-0218-05","TCGA-06-0128-01A-01D-0218-05",1
"58317","TCGA-06-0128-01A-01D-0218-05","TCGA-02-2483-01A-01D-0788-05",0.925846600452985
"38481","TCGA-06-0128-01A-01D-0218-05","TCGA-19-2629-01A-01D-0915-05",0.9216901679102
"70150","TCGA-16-1062-01A-01D-0521-05","TCGA-16-1062-01A-01D-0521-05",1
"61450","TCGA-16-1062-01A-01D-0521-05","TCGA-14-1402-01A-01D-0521-05",0.935575905733195
"5074","TCGA-16-1062-01A-01D-0521-05","TCGA-12-0819-01A-01D-0392-05",0.930057351319991
"70499","TCGA-14-1455-01A-01D-0595-05","TCGA-14-1455-01A-01D-0595-05",1
"32567","TCGA-14-1455-01A-01D-0595-05","TCGA-06-1801-01A-02D-0595-05",0.915649043283957
"72239","TCGA-14-1455-01A-01D-0595-05","TCGA-19-0963-01B-01D-0521-05",0.914234991686413
"70848","TCGA-28-1756-01C-01D-0788-05","TCGA-28-1756-01C-01D-0788-05",1
"56928","TCGA-28-1756-01C-01D-0788-05","TCGA-19-1788-01A-01D-0595-05",0.938405105604771
"38484","TCGA-28-1756-01C-01D-0788-05","TCGA-19-2629-01A-01D-0915-05",0.931090689044582
"71197","TCGA-32-2634-01A-01D-0915-05","TCGA-32-2634-01A-01D-0915-05",1
"22825","TCGA-32-2634-01A-01D-0915-05","TCGA-19-2620-01A-01D-0915-05",0.917330618313672
"86509","TCGA-32-2634-01A-01D-0915-05","TCGA-12-3649-01A-01D-0915-05",0.91501345537042
"71546","TCGA-12-3652-01A-01D-0915-05","TCGA-12-3652-01A-01D-0915-05",1
"19346","TCGA-12-3652-01A-01D-0915-05","TCGA-32-2638-01A-01D-0915-05",0.931542644881557
"42314","TCGA-12-3652-01A-01D-0915-05","TCGA-02-0089-01A-01D-0199-05",0.929149971386828
"71895","TCGA-12-0822-01A-01D-0392-05","TCGA-12-0822-01A-01D-0392-05",1
"88251","TCGA-12-0822-01A-01D-0392-05","TCGA-27-2527-01A-01D-0788-05",0.970378652518486
"76767","TCGA-12-0822-01A-01D-0392-05","TCGA-19-1389-01A-01D-0595-05",0.970255883755484
"72244","TCGA-19-0963-01B-01D-0521-05","TCGA-19-0963-01B-01D-0521-05",1
"52060","TCGA-19-0963-01B-01D-0521-05","TCGA-14-1401-01A-01D-0521-05",0.95218422617782
"24568","TCGA-19-0963-01B-01D-0521-05","TCGA-12-1092-01B-01D-0521-05",0.952181317638128
