"","Feature1","Feature2","Correlation"
"15357","TCGA-27-1838-01A-01R-0789-01","TCGA-27-1838-01A-01R-0789-01",1
"55377","TCGA-27-1838-01A-01R-0789-01","TCGA-06-2564-01A-01R-0789-01",0.956550175017911
"92961","TCGA-27-1838-01A-01R-0789-01","TCGA-28-1750-01A-01R-0596-01",0.952921198677656
"15706","TCGA-14-2555-01B-01R-0916-01","TCGA-14-2555-01B-01R-0916-01",1
"71386","TCGA-14-2555-01B-01R-0916-01","TCGA-12-3652-01A-01R-0916-01",0.948208433119577
"69994","TCGA-14-2555-01B-01R-0916-01","TCGA-16-1062-01A-01R-0522-01",0.943907335585026
"16055","TCGA-19-0960-01A-02R-0522-01","TCGA-19-0960-01A-02R-0522-01",1
"47723","TCGA-19-0960-01A-02R-0522-01","TCGA-27-1836-01A-01R-0789-01",0.934469565869342
"49811","TCGA-19-0960-01A-02R-0522-01","TCGA-16-0846-01A-01R-0389-01",0.933146054285909
"16404","TCGA-14-1459-01A-01R-0522-01","TCGA-14-1459-01A-01R-0522-01",1
"37632","TCGA-14-1459-01A-01R-0522-01","TCGA-12-0828-01A-01R-0389-01",0.956295031034268
"26844","TCGA-14-1459-01A-01R-0522-01","TCGA-16-1063-01B-01R-0522-01",0.952495507674357
"16753","TCGA-02-0071-01A-01R-0202-01","TCGA-02-0071-01A-01R-0202-01",1
"55381","TCGA-02-0071-01A-01R-0202-01","TCGA-06-2564-01A-01R-0789-01",0.9676860402617
"34153","TCGA-02-0071-01A-01R-0202-01","TCGA-32-2494-01A-01R-1230-01",0.966563025234947
"17102","TCGA-12-1099-01A-01R-0522-01","TCGA-12-1099-01A-01R-0522-01",1
"51902","TCGA-12-1099-01A-01R-0522-01","TCGA-14-1401-01A-01R-0522-01",0.960709042325886
"32414","TCGA-12-1099-01A-01R-0522-01","TCGA-06-1801-01A-02R-0596-01",0.960536803391431
"17451","TCGA-14-1456-01C-01R-0789-01","TCGA-14-1456-01C-01R-0789-01",1
"58863","TCGA-14-1456-01C-01R-0789-01","TCGA-16-0849-01A-01R-0389-01",0.959146079234691
"13971","TCGA-14-1456-01C-01R-0789-01","TCGA-02-0080-01A-01R-0202-01",0.958014903558115
"17800","TCGA-41-2573-01A-01R-0916-01","TCGA-41-2573-01A-01R-0916-01",1
"35200","TCGA-41-2573-01A-01R-0916-01","TCGA-06-2558-01A-01R-0789-01",0.967478937844054
"100276","TCGA-41-2573-01A-01R-0916-01","TCGA-06-5411-01A-01R-1698-01",0.966712889034179
"18149","TCGA-14-0786-01B-01R-0522-01","TCGA-14-0786-01B-01R-0522-01",1
"70001","TCGA-14-0786-01B-01R-0522-01","TCGA-16-1062-01A-01R-0522-01",0.9696704972581
"21977","TCGA-14-0786-01B-01R-0522-01","TCGA-06-0877-01A-01R-0389-01",0.962764816497061
"18498","TCGA-12-1600-01A-01R-0596-01","TCGA-12-1600-01A-01R-0596-01",1
"60258","TCGA-12-1600-01A-01R-0596-01","TCGA-28-1749-01A-01R-0596-01",0.964527510890256
"61998","TCGA-12-1600-01A-01R-0596-01","TCGA-14-0866-01B-01R-0596-01",0.960786648970047
"18847","TCGA-06-1802-01A-01R-0596-01","TCGA-06-1802-01A-01R-0596-01",1
"25807","TCGA-06-1802-01A-01R-0596-01","TCGA-27-1830-01A-01R-0596-01",0.965629447931267
"91579","TCGA-06-1802-01A-01R-0596-01","TCGA-28-1760-01A-01R-0596-01",0.965103387661282
"19196","TCGA-32-2638-01A-01R-0916-01","TCGA-32-2638-01A-01R-0916-01",1
"55388","TCGA-32-2638-01A-01R-0916-01","TCGA-06-2564-01A-01R-0789-01",0.969156081585933
"4232","TCGA-32-2638-01A-01R-0916-01","TCGA-41-2572-01A-01R-1230-01",0.968861786150012
"19545","TCGA-02-0074-01A-01R-0202-01","TCGA-02-0074-01A-01R-0202-01",1
"23373","TCGA-02-0074-01A-01R-0202-01","TCGA-32-1976-01A-01R-0789-01",0.962053346774517
"29289","TCGA-02-0074-01A-01R-0202-01","TCGA-19-0957-01C-01R-0596-01",0.960641772862054
"19894","TCGA-02-0085-01A-01R-0202-01","TCGA-02-0085-01A-01R-0202-01",1
"42166","TCGA-02-0085-01A-01R-0202-01","TCGA-02-0089-01A-01R-0202-01",0.958176971525039
"3886","TCGA-02-0085-01A-01R-0202-01","TCGA-02-2470-01A-01R-0789-01",0.955549864793157
"20243","TCGA-19-2624-01A-01R-0916-01","TCGA-19-2624-01A-01R-0916-01",1
"63743","TCGA-19-2624-01A-01R-0916-01","TCGA-06-2559-01A-01R-0789-01",0.954142616193492
"91931","TCGA-19-2624-01A-01R-0916-01","TCGA-27-1837-01A-01R-0789-01",0.945676065397551
"20592","TCGA-12-3653-01A-01R-0916-01","TCGA-12-3653-01A-01R-0916-01",1
"4236","TCGA-12-3653-01A-01R-0916-01","TCGA-41-2572-01A-01R-1230-01",0.951839568704572
"32076","TCGA-12-3653-01A-01R-0916-01","TCGA-06-2563-01A-01R-0789-01",0.951728871766082
"20941","TCGA-12-1598-01A-01R-0596-01","TCGA-12-1598-01A-01R-0596-01",1
"65833","TCGA-12-1598-01A-01R-0596-01","TCGA-14-1794-01A-01R-0596-01",0.954380566983219
"62005","TCGA-12-1598-01A-01R-0596-01","TCGA-14-0866-01B-01R-0596-01",0.95406866702717
"21290","TCGA-19-1387-01A-01R-0596-01","TCGA-19-1387-01A-01R-0596-01",1
"32426","TCGA-19-1387-01A-01R-0596-01","TCGA-06-1801-01A-02R-0596-01",0.961841315890615
"51914","TCGA-19-1387-01A-01R-0596-01","TCGA-14-1401-01A-01R-0522-01",0.958086012779646
"21639","TCGA-28-2513-01A-01R-0789-01","TCGA-28-2513-01A-01R-0789-01",1
"55743","TCGA-28-2513-01A-01R-0789-01","TCGA-28-2502-01B-01R-0789-01",0.96706631941671
"54003","TCGA-28-2513-01A-01R-0789-01","TCGA-14-0789-01A-01R-0389-01",0.965338949705129
"21988","TCGA-06-0877-01A-01R-0389-01","TCGA-06-0877-01A-01R-0389-01",1
"36952","TCGA-06-0877-01A-01R-0389-01","TCGA-12-1094-01A-01R-0522-01",0.966562353159058
"91588","TCGA-06-0877-01A-01R-0389-01","TCGA-28-1760-01A-01R-0596-01",0.966433964916086
"22337","TCGA-28-2514-01A-02R-0789-01","TCGA-28-2514-01A-02R-0789-01",1
"91937","TCGA-28-2514-01A-02R-0789-01","TCGA-27-1837-01A-01R-0789-01",0.963410938161613
"53309","TCGA-28-2514-01A-02R-0789-01","TCGA-32-1970-01A-01R-0789-01",0.95976253937382
"22686","TCGA-19-2620-01A-01R-0916-01","TCGA-19-2620-01A-01R-0916-01",1
"1458","TCGA-19-2620-01A-01R-0916-01","TCGA-32-2495-01A-01R-1230-01",0.963276555939518
"64794","TCGA-19-2620-01A-01R-0916-01","TCGA-27-2518-01A-01R-0789-01",0.961751183128118
"23035","TCGA-14-1821-01A-01R-0596-01","TCGA-14-1821-01A-01R-0596-01",1
"78367","TCGA-14-1821-01A-01R-0596-01","TCGA-14-4157-01A-01R-1230-01",0.94297105572846
"58183","TCGA-14-1821-01A-01R-0596-01","TCGA-02-2483-01A-01R-0789-01",0.942452928948927
"23384","TCGA-32-1976-01A-01R-0789-01","TCGA-32-1976-01A-01R-0789-01",1
"84284","TCGA-32-1976-01A-01R-0789-01","TCGA-41-2571-01A-01R-0916-01",0.964711423563836
"35216","TCGA-32-1976-01A-01R-0789-01","TCGA-06-2558-01A-01R-0789-01",0.962959329557013
"23733","TCGA-32-1977-01A-01R-1230-01","TCGA-32-1977-01A-01R-1230-01",1
"98205","TCGA-32-1977-01A-01R-1230-01","TCGA-32-1979-01A-01R-1698-01",0.965674935001586
"19209","TCGA-32-1977-01A-01R-1230-01","TCGA-32-2638-01A-01R-0916-01",0.964132977043722
"24082","TCGA-19-1787-01B-01R-0916-01","TCGA-19-1787-01B-01R-0916-01",1
"104818","TCGA-19-1787-01B-01R-0916-01","TCGA-06-5858-01A-01R-1698-01",0.943111672121208
"79762","TCGA-19-1787-01B-01R-0916-01","TCGA-06-2567-01A-01R-0789-01",0.942385611802552
"24431","TCGA-12-1092-01B-01R-0522-01","TCGA-12-1092-01B-01R-0522-01",1
"79067","TCGA-12-1092-01B-01R-0522-01","TCGA-41-3915-01A-01R-1230-01",0.966869927701801
"91247","TCGA-12-1092-01B-01R-0522-01","TCGA-12-1096-01A-01R-0522-01",0.965168549197127
"24780","TCGA-27-2521-01A-01R-0789-01","TCGA-27-2521-01A-01R-0789-01",1
"106560","TCGA-27-2521-01A-01R-0789-01","TCGA-76-4925-01A-01R-1482-01",0.952678322236916
"33828","TCGA-27-2521-01A-01R-0789-01","TCGA-02-2466-01A-01R-0789-01",0.952284984521439
"25129","TCGA-02-0054-01A-01R-0177-01","TCGA-02-0054-01A-01R-0177-01",1
"42877","TCGA-02-0054-01A-01R-0177-01","TCGA-02-0057-01A-01R-0177-01",0.893593496449079
"41833","TCGA-02-0054-01A-01R-0177-01","TCGA-02-0010-01A-01R-0177-01",0.883494551835979
"25478","TCGA-19-1791-01A-01R-0596-01","TCGA-19-1791-01A-01R-0596-01",1
"48446","TCGA-19-1791-01A-01R-0596-01","TCGA-12-1089-01A-01R-0522-01",0.933707329799399
"53666","TCGA-19-1791-01A-01R-0596-01","TCGA-14-0790-01B-01R-0789-01",0.926144113253474
"25827","TCGA-27-1830-01A-01R-0596-01","TCGA-27-1830-01A-01R-0596-01",1
"65847","TCGA-27-1830-01A-01R-0596-01","TCGA-14-1794-01A-01R-0596-01",0.971889923823079
"79071","TCGA-27-1830-01A-01R-0596-01","TCGA-41-3915-01A-01R-1230-01",0.968838311051066
"26176","TCGA-41-3393-01A-01R-1230-01","TCGA-41-3393-01A-01R-1230-01",1
"98212","TCGA-41-3393-01A-01R-1230-01","TCGA-32-1979-01A-01R-1698-01",0.967912845904586
"34180","TCGA-41-3393-01A-01R-1230-01","TCGA-32-2494-01A-01R-1230-01",0.963783486014472
"26525","TCGA-19-1392-01A-01R-0522-01","TCGA-19-1392-01A-01R-0522-01",1
"16433","TCGA-19-1392-01A-01R-0522-01","TCGA-14-1459-01A-01R-0522-01",0.947422648307733
"40097","TCGA-19-1392-01A-01R-0522-01","TCGA-12-3646-01A-01R-0916-01",0.942034533773088
"26874","TCGA-16-1063-01B-01R-0522-01","TCGA-16-1063-01B-01R-0522-01",1
"37662","TCGA-16-1063-01B-01R-0522-01","TCGA-12-0828-01A-01R-0389-01",0.955797798950836
"62022","TCGA-16-1063-01B-01R-0522-01","TCGA-14-0866-01B-01R-0596-01",0.954403369229581
"27223","TCGA-19-0964-01A-01R-0522-01","TCGA-19-0964-01A-01R-0522-01",1
"60283","TCGA-19-0964-01A-01R-0522-01","TCGA-28-1749-01A-01R-0596-01",0.952536080831094
"18175","TCGA-19-0964-01A-01R-0522-01","TCGA-14-0786-01B-01R-0522-01",0.950847702608252
"27572","TCGA-27-1834-01A-01R-0596-01","TCGA-27-1834-01A-01R-0596-01",1
"44972","TCGA-27-1834-01A-01R-0596-01","TCGA-27-2519-01A-01R-0789-01",0.954550447539724
"45668","TCGA-27-1834-01A-01R-0596-01","TCGA-15-1446-01A-01R-0522-01",0.951267304006603
"27921","TCGA-02-2486-01A-01R-0789-01","TCGA-02-2486-01A-01R-0789-01",1
"21657","TCGA-02-2486-01A-01R-0789-01","TCGA-28-2513-01A-01R-0789-01",0.956183758020321
"31749","TCGA-02-2486-01A-01R-0789-01","TCGA-14-2554-01A-01R-0789-01",0.953903229699631
"28270","TCGA-32-1986-01A-01R-0789-01","TCGA-32-1986-01A-01R-0789-01",1
"7042","TCGA-32-1986-01A-01R-0789-01","TCGA-06-0124-01A-01R-0219-01",0.966502447311169
"39058","TCGA-32-1986-01A-01R-0789-01","TCGA-06-2562-01A-01R-0789-01",0.966403609678474
"28619","TCGA-12-1093-01A-01R-0522-01","TCGA-12-1093-01A-01R-0522-01",1
"1823","TCGA-12-1093-01A-01R-0522-01","TCGA-16-1045-01B-01R-0522-01",0.958761244316229
"21659","TCGA-12-1093-01A-01R-0522-01","TCGA-28-2513-01A-01R-0789-01",0.950567714766564
"28968","TCGA-06-0878-01A-01R-0389-01","TCGA-06-0878-01A-01R-0389-01",1
"22008","TCGA-06-0878-01A-01R-0389-01","TCGA-06-0877-01A-01R-0389-01",0.962539953272436
"19224","TCGA-06-0878-01A-01R-0389-01","TCGA-32-2638-01A-01R-0916-01",0.962144816517339
"29317","TCGA-19-0957-01C-01R-0596-01","TCGA-19-0957-01C-01R-0596-01",1
"19573","TCGA-19-0957-01C-01R-0596-01","TCGA-02-0074-01A-01R-0202-01",0.960641772862054
"51937","TCGA-19-0957-01C-01R-0596-01","TCGA-14-1401-01A-01R-0522-01",0.957831317967425
"29666","TCGA-14-0787-01A-01R-0389-01","TCGA-14-0787-01A-01R-0389-01",1
"22010","TCGA-14-0787-01A-01R-0389-01","TCGA-06-0877-01A-01R-0389-01",0.961803132534302
"34538","TCGA-14-0787-01A-01R-0389-01","TCGA-06-0876-01A-01R-0389-01",0.960092037627468
"30015","TCGA-27-2524-01A-01R-0789-01","TCGA-27-2524-01A-01R-0789-01",1
"55767","TCGA-27-2524-01A-01R-0789-01","TCGA-28-2502-01B-01R-0789-01",0.967136710378415
"56115","TCGA-27-2524-01A-01R-0789-01","TCGA-02-0086-01A-01R-0202-01",0.959124143846853
"30364","TCGA-19-1790-01B-01R-1230-01","TCGA-19-1790-01B-01R-1230-01",1
"54028","TCGA-19-1790-01B-01R-1230-01","TCGA-14-0789-01A-01R-0389-01",0.959559785964454
"64120","TCGA-19-1790-01B-01R-1230-01","TCGA-02-0064-01A-01R-0202-01",0.958141632295344
"30713","TCGA-06-2570-01A-01R-0789-01","TCGA-06-2570-01A-01R-0789-01",1
"35237","TCGA-06-2570-01A-01R-0789-01","TCGA-06-2558-01A-01R-0789-01",0.967674766346973
"23405","TCGA-06-2570-01A-01R-0789-01","TCGA-32-1976-01A-01R-0789-01",0.962505502367125
"31062","TCGA-12-0827-01A-01R-0389-01","TCGA-12-0827-01A-01R-0389-01",1
"85350","TCGA-12-0827-01A-01R-0389-01","TCGA-12-1095-01A-01R-0522-01",0.957184762835356
"91266","TCGA-12-0827-01A-01R-0389-01","TCGA-12-1096-01A-01R-0522-01",0.955525965333286
"31411","TCGA-02-0075-01A-01R-0202-01","TCGA-02-0075-01A-01R-0202-01",1
"7051","TCGA-02-0075-01A-01R-0202-01","TCGA-06-0124-01A-01R-0219-01",0.965505163279234
"16795","TCGA-02-0075-01A-01R-0202-01","TCGA-02-0071-01A-01R-0202-01",0.964333807944065
"31760","TCGA-14-2554-01A-01R-0789-01","TCGA-14-2554-01A-01R-0789-01",1
"98228","TCGA-14-2554-01A-01R-0789-01","TCGA-32-1979-01A-01R-1698-01",0.966393608327082
"42200","TCGA-14-2554-01A-01R-0789-01","TCGA-02-0089-01A-01R-0202-01",0.963208699670641
"32109","TCGA-06-2563-01A-01R-0789-01","TCGA-06-2563-01A-01R-0789-01",1
"55425","TCGA-06-2563-01A-01R-0789-01","TCGA-06-2564-01A-01R-0789-01",0.965971418305554
"19233","TCGA-06-2563-01A-01R-0789-01","TCGA-32-2638-01A-01R-0916-01",0.965430479930855
"32458","TCGA-06-1801-01A-02R-0596-01","TCGA-06-1801-01A-02R-0596-01",1
"62734","TCGA-06-1801-01A-02R-0596-01","TCGA-28-1746-01A-01R-0596-01",0.963023285176082
"21322","TCGA-06-1801-01A-02R-0596-01","TCGA-19-1387-01A-01R-0596-01",0.961841315890615
"32807","TCGA-27-2528-01A-01R-0789-01","TCGA-27-2528-01A-01R-0789-01",1
"19235","TCGA-27-2528-01A-01R-0789-01","TCGA-32-2638-01A-01R-0916-01",0.964136451318662
"60299","TCGA-27-2528-01A-01R-0789-01","TCGA-28-1749-01A-01R-0596-01",0.960366624589933
"33156","TCGA-02-0009-01A-01R-0177-01","TCGA-02-0009-01A-01R-0177-01",1
"38028","TCGA-02-0009-01A-01R-0177-01","TCGA-02-0003-01A-01R-0177-01",0.910551974653001
"81180","TCGA-02-0009-01A-01R-0177-01","TCGA-02-0052-01A-01R-0177-01",0.904582110912968
"33505","TCGA-32-1982-01A-01R-0789-01","TCGA-32-1982-01A-01R-0789-01",1
"62041","TCGA-32-1982-01A-01R-0789-01","TCGA-14-0866-01B-01R-0596-01",0.965068174857978
"55777","TCGA-32-1982-01A-01R-0789-01","TCGA-28-2502-01B-01R-0789-01",0.963482655619801
"33854","TCGA-02-2466-01A-01R-0789-01","TCGA-02-2466-01A-01R-0789-01",1
"24806","TCGA-02-2466-01A-01R-0789-01","TCGA-27-2521-01A-01R-0789-01",0.952284984521439
"38726","TCGA-02-2466-01A-01R-0789-01","TCGA-14-1825-01A-01R-0596-01",0.951657708189268
"34203","TCGA-32-2494-01A-01R-1230-01","TCGA-32-2494-01A-01R-1230-01",1
"55779","TCGA-32-2494-01A-01R-1230-01","TCGA-28-2502-01B-01R-0789-01",0.970066383782338
"16803","TCGA-32-2494-01A-01R-1230-01","TCGA-02-0071-01A-01R-0202-01",0.966563025234947
"34552","TCGA-06-0876-01A-01R-0389-01","TCGA-06-0876-01A-01R-0389-01",1
"37684","TCGA-06-0876-01A-01R-0389-01","TCGA-12-0828-01A-01R-0389-01",0.972477287151142
"72484","TCGA-06-0876-01A-01R-0389-01","TCGA-12-1599-01A-01R-0596-01",0.964652121262243
"34901","TCGA-12-0820-01A-01R-0389-01","TCGA-12-0820-01A-01R-0389-01",1
"68657","TCGA-12-0820-01A-01R-0389-01","TCGA-26-1799-01A-02R-0596-01",0.946438052193212
"60305","TCGA-12-0820-01A-01R-0389-01","TCGA-28-1749-01A-01R-0596-01",0.944019236750294
"35250","TCGA-06-2558-01A-01R-0789-01","TCGA-06-2558-01A-01R-0789-01",1
"30726","TCGA-06-2558-01A-01R-0789-01","TCGA-06-2570-01A-01R-0789-01",0.967674766346973
"17850","TCGA-06-2558-01A-01R-0789-01","TCGA-41-2573-01A-01R-0916-01",0.967478937844054
"35599","TCGA-14-0813-01A-01R-0389-01","TCGA-14-0813-01A-01R-0389-01",1
"72139","TCGA-14-0813-01A-01R-0389-01","TCGA-19-0963-01B-01R-0522-01",0.95345799841646
"57175","TCGA-14-0813-01A-01R-0389-01","TCGA-26-1440-01A-01R-0522-01",0.952752995043408
"35948","TCGA-19-1786-01A-01R-0596-01","TCGA-19-1786-01A-01R-0596-01",1
"8108","TCGA-19-1786-01A-01R-0596-01","TCGA-06-0126-01A-01R-0219-01",0.966748520928324
"60308","TCGA-19-1786-01A-01R-0596-01","TCGA-28-1749-01A-01R-0596-01",0.966170462444569
"36297","TCGA-12-3651-01A-01R-0916-01","TCGA-12-3651-01A-01R-0916-01",1
"23421","TCGA-12-3651-01A-01R-0916-01","TCGA-32-1976-01A-01R-0789-01",0.958137144618346
"35253","TCGA-12-3651-01A-01R-0916-01","TCGA-06-2558-01A-01R-0789-01",0.956386156609529
"36646","TCGA-06-2561-01A-02R-0789-01","TCGA-06-2561-01A-02R-0789-01",1
"53002","TCGA-06-2561-01A-02R-0789-01","TCGA-41-4097-01A-01R-1230-01",0.966201353577359
"55438","TCGA-06-2561-01A-02R-0789-01","TCGA-06-2564-01A-01R-0789-01",0.960342309849883
"36995","TCGA-12-1094-01A-01R-0522-01","TCGA-12-1094-01A-01R-0522-01",1
"91631","TCGA-12-1094-01A-01R-0522-01","TCGA-28-1760-01A-01R-0596-01",0.966924718688598
"22031","TCGA-12-1094-01A-01R-0522-01","TCGA-06-0877-01A-01R-0389-01",0.966562353159058
"37344","TCGA-41-3392-01A-01R-0916-01","TCGA-41-3392-01A-01R-0916-01",1
"115992","TCGA-41-3392-01A-01R-0916-01","TCGA-06-5415-01A-01R-1482-01",0.965984784625993
"55440","TCGA-41-3392-01A-01R-0916-01","TCGA-06-2564-01A-01R-0789-01",0.96389119703187
"37693","TCGA-12-0828-01A-01R-0389-01","TCGA-12-0828-01A-01R-0389-01",1
"34561","TCGA-12-0828-01A-01R-0389-01","TCGA-06-0876-01A-01R-0389-01",0.972477287151142
"62053","TCGA-12-0828-01A-01R-0389-01","TCGA-14-0866-01B-01R-0596-01",0.964586550387094
"38042","TCGA-02-0003-01A-01R-0177-01","TCGA-02-0003-01A-01R-0177-01",1
"81194","TCGA-02-0003-01A-01R-0177-01","TCGA-02-0052-01A-01R-0177-01",0.928968041732524
"50918","TCGA-02-0003-01A-01R-0177-01","TCGA-02-0046-01A-01R-0177-01",0.926835701763285
"38391","TCGA-19-2629-01A-01R-0916-01","TCGA-19-2629-01A-01R-0916-01",1
"97551","TCGA-19-2629-01A-01R-0916-01","TCGA-15-1444-01A-02R-1698-01",0.960163073697346
"23427","TCGA-19-2629-01A-01R-0916-01","TCGA-32-1976-01A-01R-0789-01",0.9502152414923
"38740","TCGA-14-1825-01A-01R-0596-01","TCGA-14-1825-01A-01R-0596-01",1
"70408","TCGA-14-1825-01A-01R-0596-01","TCGA-14-1455-01A-01R-0596-01",0.960108895072103
"32476","TCGA-14-1825-01A-01R-0596-01","TCGA-06-1801-01A-02R-0596-01",0.959160126721523
"39089","TCGA-06-2562-01A-01R-0789-01","TCGA-06-2562-01A-01R-0789-01",1
"28301","TCGA-06-2562-01A-01R-0789-01","TCGA-32-1986-01A-01R-0789-01",0.966403609678474
"55445","TCGA-06-2562-01A-01R-0789-01","TCGA-06-2564-01A-01R-0789-01",0.965908786649045
"39438","TCGA-26-1443-01A-01R-0522-01","TCGA-26-1443-01A-01R-0522-01",1
"37002","TCGA-26-1443-01A-01R-0522-01","TCGA-12-1094-01A-01R-0522-01",0.949330571827483
"70062","TCGA-26-1443-01A-01R-0522-01","TCGA-16-1062-01A-01R-0522-01",0.94920243345686
"39787","TCGA-32-4210-01A-01R-1230-01","TCGA-32-4210-01A-01R-1230-01",1
"56491","TCGA-32-4210-01A-01R-1230-01","TCGA-06-0875-01A-01R-0389-01",0.951156808818846
"23431","TCGA-32-4210-01A-01R-1230-01","TCGA-32-1976-01A-01R-0789-01",0.948521509093425
"40136","TCGA-12-3646-01A-01R-0916-01","TCGA-12-3646-01A-01R-0916-01",1
"76328","TCGA-12-3646-01A-01R-0916-01","TCGA-41-2575-01A-01R-0916-01",0.949872956804565
"35264","TCGA-12-3646-01A-01R-0916-01","TCGA-06-2558-01A-01R-0789-01",0.948297135929917
"40485","TCGA-12-3644-01A-01R-0916-01","TCGA-12-3644-01A-01R-0916-01",1
"81897","TCGA-12-3644-01A-01R-0916-01","TCGA-14-0817-01A-01R-0389-01",0.950289848231657
"97905","TCGA-12-3644-01A-01R-0916-01","TCGA-12-5301-01A-01R-1482-01",0.94645339456493
"40834","TCGA-14-3476-01B-01R-1230-01","TCGA-14-3476-01B-01R-1230-01",1
"10906","TCGA-14-3476-01B-01R-1230-01","TCGA-14-1829-01A-01R-0596-01",0.954837875886006
"40486","TCGA-14-3476-01B-01R-1230-01","TCGA-12-3644-01A-01R-0916-01",0.942791121808285
"41183","TCGA-02-0028-01A-01R-0177-01","TCGA-02-0028-01A-01R-0177-01",1
"58583","TCGA-02-0028-01A-01R-0177-01","TCGA-02-0027-01A-01R-0177-01",0.974363278050849
"83291","TCGA-02-0028-01A-01R-0177-01","TCGA-02-0060-01A-01R-0177-01",0.960651853665833
"41532","TCGA-06-0139-01A-01R-0219-01","TCGA-06-0139-01A-01R-0219-01",1
"73200","TCGA-06-0139-01A-01R-0219-01","TCGA-06-0881-01A-02R-0389-01",0.972116031584402
"11952","TCGA-06-0139-01A-01R-0219-01","TCGA-06-0147-01A-01R-0219-01",0.965734449239254
"41881","TCGA-02-0010-01A-01R-0177-01","TCGA-02-0010-01A-01R-0177-01",1
"42925","TCGA-02-0010-01A-01R-0177-01","TCGA-02-0057-01A-01R-0177-01",0.888317476093992
"25177","TCGA-02-0010-01A-01R-0177-01","TCGA-02-0054-01A-01R-0177-01",0.883494551835979
"42230","TCGA-02-0089-01A-01R-0202-01","TCGA-02-0089-01A-01R-0202-01",1
"98258","TCGA-02-0089-01A-01R-0202-01","TCGA-32-1979-01A-01R-1698-01",0.967098811594866
"19262","TCGA-02-0089-01A-01R-0202-01","TCGA-32-2638-01A-01R-0916-01",0.966058303660829
"42579","TCGA-16-1047-01B-01R-0522-01","TCGA-16-1047-01B-01R-0522-01",1
"70071","TCGA-16-1047-01B-01R-0522-01","TCGA-16-1062-01A-01R-0522-01",0.961381841482836
"18219","TCGA-16-1047-01B-01R-0522-01","TCGA-14-0786-01B-01R-0522-01",0.954755341258227
"42928","TCGA-02-0057-01A-01R-0177-01","TCGA-02-0057-01A-01R-0177-01",1
"43624","TCGA-02-0057-01A-01R-0177-01","TCGA-02-0043-01A-01R-0177-01",0.9316600893666
"81208","TCGA-02-0057-01A-01R-0177-01","TCGA-02-0052-01A-01R-0177-01",0.911210428258395
"43277","TCGA-06-2557-01A-01R-0789-01","TCGA-06-2557-01A-01R-0789-01",1
"6389","TCGA-06-2557-01A-01R-0789-01","TCGA-28-1747-01C-01R-0789-01",0.963026174702671
"55457","TCGA-06-2557-01A-01R-0789-01","TCGA-06-2564-01A-01R-0789-01",0.960432921179506
"43626","TCGA-02-0043-01A-01R-0177-01","TCGA-02-0043-01A-01R-0177-01",1
"42930","TCGA-02-0043-01A-01R-0177-01","TCGA-02-0057-01A-01R-0177-01",0.9316600893666
"81210","TCGA-02-0043-01A-01R-0177-01","TCGA-02-0052-01A-01R-0177-01",0.894077135314964
"43975","TCGA-16-1060-01A-01R-0522-01","TCGA-16-1060-01A-01R-0522-01",1
"91651","TCGA-16-1060-01A-01R-0522-01","TCGA-28-1760-01A-01R-0596-01",0.964249309163301
"37015","TCGA-16-1060-01A-01R-0522-01","TCGA-12-1094-01A-01R-0522-01",0.962439249314549
"44324","TCGA-12-0818-01A-01R-0389-01","TCGA-12-0818-01A-01R-0389-01",1
"14048","TCGA-12-0818-01A-01R-0389-01","TCGA-02-0080-01A-01R-0202-01",0.959801299079847
"58940","TCGA-12-0818-01A-01R-0389-01","TCGA-16-0849-01A-01R-0389-01",0.945821681106188
"44673","TCGA-32-1991-01A-01R-1230-01","TCGA-32-1991-01A-01R-1230-01",1
"83649","TCGA-32-1991-01A-01R-1230-01","TCGA-32-4719-01A-01R-1230-01",0.960958546173377
"16833","TCGA-32-1991-01A-01R-1230-01","TCGA-02-0071-01A-01R-0202-01",0.960688663055994
"45022","TCGA-27-2519-01A-01R-0789-01","TCGA-27-2519-01A-01R-0789-01",1
"27622","TCGA-27-2519-01A-01R-0789-01","TCGA-27-1834-01A-01R-0596-01",0.954550447539724
"15442","TCGA-27-2519-01A-01R-0789-01","TCGA-27-1838-01A-01R-0789-01",0.952201063913272
"45371","TCGA-14-1034-01A-01R-0522-01","TCGA-14-1034-01A-01R-0522-01",1
"72515","TCGA-14-1034-01A-01R-0522-01","TCGA-12-1599-01A-01R-0596-01",0.957968725474776
"18227","TCGA-14-1034-01A-01R-0522-01","TCGA-14-0786-01B-01R-0522-01",0.954034737369778
"45720","TCGA-15-1446-01A-01R-0522-01","TCGA-15-1446-01A-01R-0522-01",1
"51984","TCGA-15-1446-01A-01R-0522-01","TCGA-14-1401-01A-01R-0522-01",0.961597623801273
"53376","TCGA-15-1446-01A-01R-0522-01","TCGA-32-1970-01A-01R-0789-01",0.960060469897074
"46069","TCGA-19-2621-01B-01R-0916-01","TCGA-19-2621-01B-01R-0916-01",1
"55465","TCGA-19-2621-01B-01R-0916-01","TCGA-06-2564-01A-01R-0789-01",0.950285124966369
"53377","TCGA-19-2621-01B-01R-0916-01","TCGA-32-1970-01A-01R-0789-01",0.949060815781528
"46418","TCGA-06-0882-01A-01R-0389-01","TCGA-06-0882-01A-01R-0389-01",1
