,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20,-1.7757039,-0.5179918,-0.24868928,1.4849509,-1.522591,2.281779,1.1311237,0.1603146,-2.5785527,-0.72751236,-1.8388197,-1.5873083,1.6470314,1.2024949,1.7026652,0.65022,-1.5686328,1.0877826,-2.8566115,0.9014847,-0.4239676,-0.43340194,1.1178372,-1.0807278,-1.8793706,0.17409721,0.40167022,-1.2363458,1.8526745,1.5472583,-0.15678096,-0.13901317,-2.43717,-2.7300317,-1.4899701,0.78889596,1.5136178,1.021496,0.41802529,-0.8944109,2.3700414,-1.605743,-1.9049894,-0.765729,-1.9522846,-0.7790958,1.8292207,0.24977398,-0.5602634,2.243455,-1.8006573,2.1928637,-2.7970574,1.7688761,3.6495774,1.3047645,1.8088098,0.29690805,0.4198479,-1.6914781,-2.7889326,-0.36730278,-0.37662563,-0.9492566
21,2.076283,1.6507984,0.34891352,-1.1001924,0.3605111,-1.432025,0.7332666,1.6756467,4.6489363,-0.45673576,5.38843,-0.748549,-3.0794528,-1.385491,0.03752105,-1.8335924,0.131201,-1.4224075,1.6936445,0.25713608,0.90133977,0.3979507,-0.415335,0.24041829,4.3875694,-1.5144831,-0.582065,0.79297954,-1.4554027,0.8368958,-0.02662468,1.4955883,0.17158529,3.0473578,3.4167464,-0.3949684,-0.7294171,-3.0169308,-1.071691,0.7935197,0.16807137,4.211793,4.3637767,1.1833831,-0.67173856,3.837193,-1.5561956,0.6762173,0.9444418,-0.8385288,2.3039317,-2.330185,0.44891852,0.5825804,-3.056471,-2.4566388,-0.79703325,-0.7319279,-0.23976007,2.8351414,1.5326455,-0.6254622,-0.18761587,1.1273128
22,-2.230978,-0.018362746,1.1479174,2.4565156,-0.124099955,2.9250932,1.2895209,0.7864444,-3.285697,-1.2480348,-3.197129,-0.09213801,1.0024363,2.1919959,-1.051302,2.4765017,-1.528765,2.920782,-3.6033294,2.0845447,-0.104695275,0.20209266,0.06390077,-0.23851672,-3.5024295,1.3265518,-0.49412784,-3.6087928,2.154074,0.98953795,-0.5822619,-1.1337005,-0.8539147,-4.2229548,-1.8261778,1.024056,0.026554909,3.1720426,0.17773192,0.32670715,0.07833858,-2.7554262,-2.5120642,-2.844855,-1.2540709,-3.1631262,1.8463403,-0.3288385,0.863913,2.6014624,-5.514744,2.3556504,-1.3903221,1.1047679,1.6242951,2.6581154,0.9691889,1.2691514,-1.835066,-2.4293866,-3.0395648,1.4994287,-0.38825685,-0.12028595
23,1.6290808,-1.5052537,-0.9704406,-0.11020195,1.5863969,-0.62799466,-1.3446149,1.9603426,1.5098388,-0.5110875,3.2991338,-1.3443091,-1.9605125,-0.814794,0.47990078,-2.2270558,0.7047436,-2.1741676,1.7191101,-1.8007611,1.9083483,-2.0894058,0.04115507,2.219659,3.283725,-0.1603343,-0.1563115,2.7494614,-1.2176952,-1.900883,1.7057635,0.42679963,0.1195024,0.9790467,-0.03407404,-1.544738,1.5117834,-1.2956666,-0.30855626,-0.42244902,0.027620148,2.617891,1.606596,2.5261657,0.023150658,1.901878,-1.5766261,-1.1773635,0.03622467,0.19615628,2.5632296,-1.1784327,-1.9741246,2.1819897,0.27904528,-1.3232691,1.0405469,-1.03475,1.5865399,0.62450075,2.5276203,0.42452815,0.20634837,-2.4261827
24,0.46225318,-7.202476e-05,-0.06923759,-0.96027005,0.2800748,-0.48354653,-0.8055207,0.072408505,0.51364565,-0.55843467,1.7445879,0.17891032,-1.5630492,-0.8776658,-0.2850449,0.7960914,1.5227888,-1.4171298,0.988225,-0.87580115,1.4736632,-1.3344089,-0.4987007,0.39020976,1.5424763,-1.1184331,-0.1570178,3.081939,-1.1123939,-1.6250844,0.66732377,1.0461773,0.5336485,0.8066393,0.39800206,-0.6547737,0.08973378,-0.82725763,-0.8288081,0.5451404,0.33218545,2.689797,1.2645735,1.4464649,0.96507794,1.5844865,-1.0233818,-0.19669384,-0.80023116,0.047119536,3.0138438,-0.75443834,-0.21987934,1.7702622,-1.5070623,-0.97623163,-0.31488928,-1.3297745,-1.2565951,1.0653538,2.3562963,-0.0719825,-0.25812408,-1.7044765
25,0.9611082,-0.5767852,-1.3009144,-0.98244405,0.42807475,0.1889926,-0.96552753,1.7328126,1.8462108,-0.2600197,2.82017,-0.21722722,-1.5686222,-0.09757133,0.3110438,-1.5658717,-0.40735695,-2.1249359,1.5829074,-0.5295809,0.9401859,-0.49783695,0.7290502,1.0362964,2.2946727,-0.530339,0.31337637,0.63806814,-1.0558838,-1.5571889,1.834287,1.8510219,0.1658605,2.0516741,2.1705093,-1.6973412,0.77618897,-2.0397322,-0.4421832,-0.369718,-0.03218547,1.7334245,1.7517105,0.5874757,0.5927368,3.1844404,-1.3837951,-0.5774137,-0.3347232,-0.084845446,1.7294382,-1.5631391,-0.67005116,1.796723,-0.022585005,-0.8730305,0.089280665,-0.8126574,1.0730762,0.9200866,2.7221358,-1.2428696,-0.0062552877,-1.1205742
26,-2.2953734,-0.1879302,-0.6048999,-0.48384264,-0.10437408,0.41052273,-0.13879047,0.9900364,-1.790101,2.0832517,-0.5269532,-0.65150434,-1.0873743,-1.060681,-0.024778647,-1.7046306,-0.6404208,-0.08876911,2.2733374,0.5539694,-0.03354719,-0.27411544,-0.7566313,-0.1392987,-1.3663887,-1.0251591,-0.40677786,1.0957501,-0.5448786,0.3832701,-2.6177795,-0.5597851,-0.6624586,1.7678261,-0.14690536,-0.82742965,-0.20589435,-0.5880277,-1.0304565,-0.14433804,1.0988607,-0.49394846,-0.9248425,-1.3233014,0.46895403,-1.7266895,-0.6430907,-1.9304643,-0.40867138,-0.76258016,1.3206898,0.68307495,2.2736511,0.4456095,-0.5515772,-1.1454363,-0.767228,-0.6295918,1.7691259,0.881821,-1.4905416,0.19986187,0.48980603,-0.58368856
27,-1.8131088,-0.40828267,0.8486513,1.9361596,-2.8479311,3.2391348,-1.2032961,-3.5615606,-4.9141774,0.16070877,-7.8097153,0.67232716,4.1085777,1.9448135,-3.0551615,3.865863,-1.7708652,2.322256,-5.601516,1.6117427,-2.96796,-0.44370028,3.2473059,2.921156,-7.2164564,1.2535125,0.0834884,-5.1888394,4.919147,1.3056636,-1.8335835,0.05243066,0.45119792,-6.5943685,-3.6041903,3.3663626,-0.30498683,3.6007094,2.4256582,0.28985307,3.2766008,-5.3401785,-4.020782,-1.1832823,-0.3112006,-6.229695,1.8013686,1.3167068,1.0922354,2.0017543,-3.7898664,1.7071863,-1.2728148,-1.3736871,3.7426968,1.9812863,1.8300713,1.7379677,-0.42747834,-4.653305,-1.6348507,0.2048917,-1.3445675,0.33341092
28,2.6260993,0.78387874,1.3134192,0.6847353,-0.16925177,-0.97715646,-0.05904457,0.52158564,2.303051,-1.2976751,4.570705,0.14015566,-0.8312509,-1.7471037,-1.18446,0.39589503,-0.8509519,-0.6509172,0.9820617,-0.30512452,-0.12683226,2.1028848,-0.49580792,0.5510424,2.1242144,0.047691315,-0.33858338,1.4301238,-0.34154063,0.7120123,1.1832829,2.7594597,1.0120124,3.668962,0.7122913,-0.41965124,-0.6588855,-1.9437325,0.5267119,1.871827,0.0051622503,3.5050364,3.287728,0.64138645,-0.053368017,3.753692,-1.668076,2.1041074,-0.8819311,-0.9649905,2.442283,-1.9423714,-1.7356598,-0.9714021,-1.4610138,0.060872026,0.1772201,-1.2561203,-1.713315,3.2747245,1.1152879,-0.6208869,-0.9282128,1.708494
29,1.2464919,-0.07411706,-1.0579586,-0.8031273,0.099922895,-0.852377,-0.409166,1.2914389,2.4406438,-0.088852406,2.309297,-0.29987043,-1.2608355,-0.48784548,-0.13546017,-0.8732542,0.17177811,-1.8275774,0.70326865,-0.78623307,-0.046513002,-1.281104,0.12491807,0.37291518,2.790352,0.30918607,-0.7990207,1.809175,-0.52732795,-0.6401383,2.1905565,0.5287949,0.18622306,1.5068414,1.0967013,-0.8157103,0.43156964,-1.9232898,-0.19821814,-0.3427913,-0.95865524,2.437189,1.7421517,1.2001115,0.18903436,2.3303835,-1.2373759,-0.38395408,0.042638935,0.19623807,2.035642,-2.04416,-0.12371792,0.9926769,-0.34332886,-0.9417642,-0.57249135,-0.6925879,1.2972583,0.92208374,1.7824239,-1.0524923,-0.4256105,-0.40516096
30,0.6740314,2.2397206,3.005113,2.446234,1.4138559,-0.74615496,1.0918639,-0.35728598,2.6354125,-1.3050979,0.20163438,2.0357068,-2.5310967,-1.9454999,-0.4157976,0.5700967,-0.3793359,1.3245306,0.16008899,3.1493564,-1.4006004,1.2674787,-2.9887407,-2.2873993,0.7918342,-0.114807844,-1.627041,-0.08345235,-2.6380742,0.29220024,1.3461908,-0.13129976,0.7508737,3.3317826,-1.0102216,-1.8809552,-1.0780599,-0.10810991,-0.2595136,2.9655893,-1.3388462,3.2490017,1.2638634,-2.3631175,-1.1649455,2.9469488,0.17291938,-0.0083296895,1.4383538,-1.1553402,-0.5216346,0.62107986,-1.052864,1.4372146,-1.7357221,1.0181353,-0.7119744,1.4933549,-1.6278391,2.866116,-0.8636972,0.3226502,2.4194183,3.926694
31,-5.083933,-2.3931632,-0.41562614,0.33245516,-1.5729898,-1.0700003,-1.2196186,-1.1511173,-5.59809,1.77832,-7.303409,2.5055568,-0.7882818,-2.9455643,3.4408207,1.1125638,-0.8118808,-0.17187308,-0.86804706,-0.57863986,2.925762,-2.180988,-0.91179264,0.63949597,-3.6417062,-1.4868047,1.9948903,-0.6402586,3.573328,-0.21664865,-5.084025,-2.072504,-1.9676139,-5.9322786,-3.9934676,-1.1968104,2.2187858,0.8465312,0.14339934,-2.6214995,1.8831095,-2.8535068,-5.8714356,-3.971501,-2.2052372,-4.908947,0.6474607,-2.4134996,-1.740327,0.58515185,-1.3024237,-0.51295,-0.27994317,3.3519578,1.2566284,3.640893,0.56788695,-1.0056525,2.2652125,-2.3597214,-4.6095552,-1.2552586,2.6326213,-2.2159889
32,-1.0448265,0.800826,-0.61897135,-1.3021512,-0.44730595,2.4740174,-0.951452,0.110986,-2.0107338,1.2464826,-0.41870436,0.82375795,-1.2185321,-0.63763946,0.51677877,0.11063962,1.5480897,0.08218826,-0.47765025,-1.965335,3.400448,-0.2517616,0.5047442,-0.6597443,-2.13442,0.11230244,0.10817297,-0.10027472,-1.2234722,0.36236942,-2.0979288,-0.70612,-0.73208094,-0.5665374,0.52072203,-0.78062665,-1.0382156,-1.0393388,-0.81493783,-0.61038834,0.967681,-1.0478334,-2.8825307,-1.3369633,0.98695487,-0.63478935,0.124700174,-1.6896356,0.57696015,1.1709776,0.16475438,0.26985037,1.4029874,1.7839123,-1.3523691,-0.35736603,0.09420627,-1.3706836,-0.36706638,-1.3403949,1.515006,1.4768399,0.5221813,-1.5846494
